,objectid,extendedness,ra,dec,mag_i,mag_g,mag_r
2806,21326703057990885,0.0,53.5062321517107,-28.2895224296538,23.9302,24.8555,24.5538
2807,21326703057990920,0.0,53.5467612456912,-28.3023976900647,17.4881,19.3288,18.1211
2808,21326703057990921,1.0,53.54786794919,-28.3012614300285,19.9681,21.6383,20.4441
2809,21326703057990922,1.0,53.5461789503201,-28.3007339728772,23.915,23.2919,23.7534
2810,21326703057990923,1.0,53.5483912591689,-28.3009558003325,22.3667,23.0007,22.5461
2811,21326703057990951,1.0,53.5925162960142,-28.301801213652,23.5667,25.0104,24.3481
2812,21326703057990957,0.0,53.5237390681064,-28.3011924167946,20.6415,21.1496,20.7583
2813,21326703057990958,0.0,53.5230379334326,-28.3022202256586,21.8107,22.1804,21.8148
2814,21326703057990962,1.0,53.5364043521826,-28.3014709347627,24.5973,25.3308,24.9501
2815,21326703057990966,1.0,53.628043954173,-28.301628679776,20.8539,21.7447,21.0328
2816,21326703057990971,1.0,53.4661122101631,-28.3013033309423,22.3718,22.6005,22.6971
2817,21326703057990972,1.0,53.4666626723969,-28.3010962912934,23.0536,23.6673,23.5183
2818,21326703057990977,1.0,53.4701580169478,-28.3008670692949,22.138,22.8436,22.7331
2819,21326703057991022,1.0,53.5566821076651,-28.3002632072541,22.9115,23.5181,23.3965
2820,21326703057991023,1.0,53.5556202565129,-28.300011804476,23.2701,24.2716,24.0113
2821,21326703057991042,0.0,53.6177606515332,-28.2988533875842,20.9932,22.8392,21.6304
2822,21326703057991043,1.0,53.6163563484352,-28.2996396308656,23.2224,24.2277,23.5134
2823,21326703057991048,1.0,53.515368585451,-28.2987498700928,23.2375,22.8836,23.2182
2824,21326703057991079,0.0,53.4831332211927,-28.2897245178051,16.3151,16.8132,16.5223
2825,21326703057991080,1.0,53.4827269085202,-28.3000931406039,19.6597,21.425,20.1782
2826,21326703057991081,1.0,53.4830669599253,-28.3045248211917,20.2856,21.2395,20.7384
2827,21326703057991082,1.0,53.4813869419587,-28.3045396102013,20.5959,21.0779,20.8511
2828,21326703057991083,1.0,53.4836827105997,-28.2963739248732,22.0921,22.8207,22.7007
2829,21326703057991084,1.0,53.4856531855852,-28.2945180626525,22.7506,24.1412,23.5513
2830,21326703057991085,1.0,53.4834975126617,-28.2952352645347,22.9791,24.133,23.4566
2831,21326703057991086,1.0,53.4852191641172,-28.2944416599877,22.9839,24.1721,23.7704
2832,21326703057991087,1.0,53.4853783755871,-28.2931107836571,23.2588,24.5223,23.5725
2833,21326703057991088,1.0,53.4815004624304,-28.3004012325613,24.0043,24.9841,24.2987
2834,21326703057991090,1.0,53.483348379337,-28.299605124769,22.9612,24.0816,23.236
2835,21326703057991124,0.0,53.614301842142,-28.2983727715113,23.2795,24.0658,23.6491
2836,21326703057991129,1.0,53.457837929363,-28.2979587040198,24.032,24.4994,24.1654
2837,21326703057991132,1.0,53.5272596494901,-28.2977147007168,21.2968,22.8717,22.214
2838,21326703057991139,0.0,53.5478999215394,-28.2948433907424,16.2905,17.1308,16.566
2839,21326703057991140,1.0,53.5471940162689,-28.2933276660723,24.1963,25.2403,24.4858
2840,21326703057991172,1.0,53.702387860851,-28.3026022674557,19.9937,21.0298,20.2871
2841,21326703057991173,1.0,53.6982408935014,-28.3011283331175,20.621,21.8554,20.9498
2842,21326703057991174,1.0,53.698681880003,-28.2993340058278,21.1507,21.6457,21.6707
2843,21326703057991175,1.0,53.7030083608709,-28.3013846680575,22.1416,22.9223,22.7744
2844,21326703057991176,1.0,53.6974029898381,-28.2983875596658,22.5308,23.5419,22.8073
2845,21326703057991177,1.0,53.6995986523325,-28.300591017651,23.789,24.5975,24.2367
2846,21326703057991178,0.0,53.6986633748882,-28.298641423305,23.9017,25.0966,24.7971
2847,21326703057991193,1.0,53.6883512915777,-28.2982051725707,22.1814,23.9815,23.132
2848,21326703057991194,0.0,53.6885219821292,-28.29767033654,23.5145,24.1611,24.1121
2849,21326703057991195,1.0,53.6894909543444,-28.2974485159334,24.3963,25.1705,24.7079
2850,21326703057991209,0.0,53.6106247222766,-28.2973523938141,21.0326,23.5949,22.4417
2851,21326703057991210,0.0,53.610712818251,-28.2983086895322,21.4327,23.3215,22.1002
2852,21326703057991218,0.0,53.5225912924901,-28.2974066165374,17.2699,19.6679,18.4739
2853,21326703057991219,1.0,53.5221497505786,-28.2950380951507,23.0297,23.3695,23.3338
2854,21326703057991220,0.0,53.5228006720485,-28.2943011778117,24.5827,25.1287,24.9977
2855,21326703057991239,0.0,53.6205006937143,-28.2973942931888,21.3887,21.9153,21.5396
2856,21326703057991240,0.0,53.6218227451801,-28.2965341269807,22.9353,23.1222,23.229
2857,21326703057991243,0.0,53.586517375637,-28.2961816826626,21.7221,22.6015,21.9173
2858,21326703057991246,0.0,53.5525129413356,-28.2961151373629,19.2075,19.7513,19.3642
2859,21326703057991256,1.0,53.5344409106368,-28.2953806771895,18.9782,19.9815,19.2773
2860,21326703057991257,1.0,53.5338362247141,-28.2981509494405,20.8627,22.0903,21.2334
2861,21326703057991261,1.0,53.5350188999648,-28.2959697237047,24.5298,24.7723,24.7047
2862,21326703057991280,0.0,53.579839274199,-28.2955507363089,20.5444,21.1456,20.7121
2863,21326703057991300,1.0,53.5616790238652,-28.2952278706762,21.7965,23.0301,22.605
2864,21326703057991302,1.0,53.5878374231924,-28.2947940985437,20.7921,21.6081,21.4145
2865,21326703057991304,1.0,53.5975472391971,-28.2958982492675,20.7714,22.8912,21.5192
2866,21326703057991305,1.0,53.5981647809144,-28.2968767138351,24.4729,24.6349,24.6944
2867,21326703057991317,1.0,53.4689475698142,-28.2950652059194,22.0666,24.0354,22.9351
2868,21326703057991318,1.0,53.4684544603017,-28.294079364227,23.1967,24.0508,23.3764
2869,21326703057991330,1.0,53.4936245098205,-28.2952845569378,21.3623,23.2763,21.9154
2870,21326703057991331,1.0,53.4942370357627,-28.2965242683825,21.4387,22.9665,22.1647
2871,21326703057991332,1.0,53.493891622245,-28.2941064747515,23.7279,24.6308,24.2257
2872,21326703057991357,0.0,53.5274232573673,-28.2934780052785,19.0139,19.5809,19.1592
2873,21326703057991358,1.0,53.5305277764193,-28.2929703032376,21.607,22.7538,22.1965
2874,21326703057991370,0.0,53.4542626627435,-28.2942543504609,17.6395,19.1457,18.0849
2875,21326703057991371,1.0,53.4552526095836,-28.2946265052387,23.9081,24.7033,24.4899
2876,21326703057991372,1.0,53.4555704531994,-28.2925020365117,24.4719,25.3015,24.7575
2877,21326703057991395,1.0,53.6778431178609,-28.2937614322285,23.3831,24.3158,23.6979
2878,21326703057991405,0.0,53.5134430537705,-28.2929850906414,19.0294,21.6038,20.4438
2879,21326703057991451,1.0,53.5976496329887,-28.2924995719554,21.9588,22.9925,22.2344
2880,21326703057991467,1.0,53.6114061591627,-28.2926942720762,21.5067,23.7642,22.4677
2881,21326703057991468,1.0,53.6115957376599,-28.2942839256274,22.1596,23.2439,22.743
2882,21326703057991526,1.0,53.4619669881816,-28.2913683466535,24.1411,23.6785,23.8125
2883,21326703057991528,1.0,53.5554528636809,-28.2909419838094,21.4138,22.561,21.7385
2884,21326703057991529,1.0,53.5556163473902,-28.2913905274262,23.4045,24.1457,23.7379
2885,21326703057991533,0.0,53.5501348677347,-28.2908384740124,19.5399,20.011,19.6635
2886,21326703057991540,1.0,53.6313607028654,-28.2915901545887,23.8375,24.5683,24.4679
2887,21326703057991544,1.0,53.600037304506,-28.2913683466535,22.7546,24.5932,23.742
2888,21326703057991561,1.0,53.5813355826858,-28.2915359348285,20.6443,21.6106,20.9568
2889,21326703057991580,1.0,53.5106984076121,-28.290217417344,21.4241,22.4192,21.7216
2890,21326703057991590,1.0,53.5970095246004,-28.2899586448015,22.2289,23.4238,22.5563
2891,21326703057991608,1.0,53.5634492553792,-28.2897959880968,24.3099,24.711,24.7464
2892,21326703057991616,1.0,53.54469794639,-28.2905698419135,22.5675,23.3482,23.1036
2893,21326703057991617,1.0,53.5440667033035,-28.2894829978641,22.7831,23.3977,22.9357
2894,21326703057991626,1.0,53.4582489575931,-28.2873758828469,20.2587,21.878,20.7224
2895,21326703057991627,1.0,53.4577153024189,-28.2850248353151,23.2124,24.3963,23.777
2896,21326703057991695,1.0,53.5151741846698,-28.2880733209779,23.149,24.0788,23.6586
2897,21326703057991697,0.0,53.6116184125206,-28.2884010938331,18.2004,19.9721,18.7667
2898,21326703057991724,0.0,53.5129792384689,-28.2860031999414,18.0226,19.3187,18.3906
2899,21326703057991725,1.0,53.5143915152887,-28.2864492583341,22.5668,22.9649,22.9882
2900,21326703057991739,1.0,53.5963146886,-28.2870752218818,21.06,22.6427,21.58
2901,21326703057991740,1.0,53.5935138866423,-28.2861412067582,21.0671,22.3687,21.436
2902,21326703057991741,1.0,53.5955843001999,-28.2868731387594,21.4197,22.7184,21.8155
2903,21326703057991750,1.0,53.5714574208368,-28.2865429061898,20.9404,22.6747,21.4923
2904,21326703057991751,1.0,53.5702860533184,-28.2864837601661,21.0822,22.7554,21.5695
2905,21326703057991781,1.0,53.5178230669654,-28.2859169457717,24.3836,25.2476,24.8328
2906,21326703057991799,1.0,53.5466726349701,-28.2855497502311,23.1977,24.1306,23.7983
2907,21326703057991800,1.0,53.544923262562,-28.2859021593496,23.2976,23.8721,23.4171
2908,21326703057991801,1.0,53.5439419119757,-28.2865379773532,23.4278,24.3586,23.5647
2909,21326703057991822,1.0,53.5875956617665,-28.2880856432474,19.7831,21.1596,20.1855
2910,21326703057991823,1.0,53.5856005928184,-28.2865281196808,23.101,23.6988,23.2145
2911,21326703057991891,0.0,53.5267968480843,-28.2849114737482,24.9074,24.9437,25.0815
2912,21326703057991913,1.0,53.5563705908242,-28.2820577592785,16.4027,16.8939,16.5951
2913,21326703057991914,1.0,53.5575107210525,-28.2814687897333,23.1319,25.2252,24.2564
2914,21326703057991948,1.0,53.5861838599709,-28.2832258507746,23.2409,24.2068,23.8091
2915,21326703057991954,0.0,53.4950468175512,-28.2859884135073,16.8702,17.2642,16.9951
2916,21326703057991974,0.0,53.5028443775977,-28.2834648921749,22.3795,23.6013,23.0926
2917,21326703057991997,1.0,53.5287791294884,-28.2819838298681,21.7611,23.1002,22.5407
2918,21326703057992007,1.0,53.4751755383217,-28.2817620419449,23.2101,24.4647,23.9145
2919,21326703057992017,0.0,53.5686868004343,-28.2813850035355,22.2529,24.6115,23.4561
2920,21326703057992019,1.0,53.5431618423681,-28.2790907659099,19.2105,20.4307,19.567
2921,21326703057992020,1.0,53.5501079952067,-28.2747808870661,20.1857,20.8473,20.3391
2922,21326703057992021,1.0,53.5435853970892,-28.2790119100709,21.1707,21.6298,21.4118
2923,21326703057992022,1.0,53.5489107756117,-28.2753772121084,21.9867,23.0043,22.2702
2924,21326703057992023,1.0,53.5449587552517,-28.2767990418975,22.0243,22.9804,22.7815
2925,21326703057992024,1.0,53.5428767016704,-28.279534331092,21.6855,22.3896,21.9679
2926,21326703057992025,0.0,53.5475522274065,-28.2790784446812,22.6343,24.955,23.8527
2927,21326703057992026,1.0,53.5399587572219,-28.2792287637686,24.3115,25.2792,25.066
2928,21326703057992058,1.0,53.5098530121292,-28.2809389663566,22.8037,23.4615,23.3215
2929,21326703057992059,0.0,53.5110970165644,-28.2809414306453,24.3318,24.4982,24.6597
2930,21326703057992078,1.0,53.4613229406065,-28.279236156516,20.6408,21.2571,20.7788
2931,21326703057992079,1.0,53.4555291453024,-28.276084428366,21.1078,22.0558,21.8498
2932,21326703057992080,0.0,53.4548990437494,-28.2760006464039,21.4874,21.8381,21.8528
2933,21326703057992109,1.0,53.5971128579179,-28.2800321119962,23.4818,23.0832,23.4221
2934,21326703057992112,0.0,53.6026791921168,-28.2799951479877,20.6941,23.2577,22.095
2935,21326703057992159,1.0,53.5945382469796,-28.2782553898327,22.7214,23.6305,22.9539
2936,21326703057992161,1.0,53.5540079294534,-28.2781420354717,22.4744,23.1653,22.6241
2937,21326703057992165,1.0,53.4824912824098,-28.2765723363958,21.3013,23.2537,21.8622
2938,21326703057992166,1.0,53.480482649486,-28.2775333739004,22.0804,24.0787,23.0551
2939,21326703057992239,1.0,53.4660694527771,-28.2765156600958,21.3792,23.3517,22.0375
2940,21326703057992264,1.0,53.5901966935176,-28.2776960118745,22.7633,23.5845,22.8983
2941,21326703057992265,0.0,53.5911168524948,-28.2769000738525,23.446,23.615,23.7192
2942,21326703057992266,1.0,53.5897948825173,-28.2786989515357,23.734,24.4612,24.377
2943,21326703057992277,1.0,53.6043229338652,-28.2765748005835,22.9352,24.2065,23.5264
2944,21326703057992279,1.0,53.5591923314367,-28.2765526228968,24.0428,25.0291,24.3112
2945,21326703057992282,1.0,53.5327953871054,-28.2797142219423,21.9454,23.0254,22.5621
2946,21326703057992283,1.0,53.5319267734633,-28.2773165236546,22.4397,24.2453,22.9777
2947,21326703057992312,1.0,53.5862871097244,-28.2753427138745,24.0014,23.7774,24.0454
2948,21326703057992314,1.0,53.4727209419808,-28.2759070078183,19.646,20.2455,19.8256
2949,21326703057992315,1.0,53.4701908233164,-28.274411265782,20.6624,22.8892,21.5862
2950,21326703057992316,1.0,53.474386380856,-28.2791499078274,20.3564,22.1251,20.8571
2951,21326703057992317,1.0,53.4670972071204,-28.2745418651558,20.9884,21.8954,21.098
2952,21326703057992318,0.0,53.473162679543,-28.2735069311142,22.1077,22.6708,22.2639
2953,21326703057992319,0.0,53.4763526944766,-28.2778808280555,22.7627,23.1679,23.2033
2954,21326703057992320,0.0,53.4737256200578,-28.2802686819544,23.184,23.7281,23.6547
2955,21326703057992321,0.0,53.4694075436605,-28.2729648268194,23.7777,23.4252,23.5314
2956,21326703057992346,0.0,53.4865040951521,-28.2745246161728,24.5596,24.6853,24.8466
2957,21326703057992347,1.0,53.4856258263468,-28.2751012265499,24.6457,24.2551,24.4864
2958,21326703057992359,1.0,53.5125328813237,-28.2745295444534,23.6749,24.8025,24.2212
2959,21326703057992385,1.0,53.58360984252,-28.2739282959034,22.7878,24.0619,23.6267
2960,21326703057992386,1.0,53.5840215131066,-28.2736128881851,23.8169,23.3306,23.7241
2961,21326703057992394,1.0,53.5801195225657,-28.2734576487916,21.991,23.4104,22.5888
2962,21326703057992401,0.0,53.5039273606183,-28.2732506632856,22.713,23.5515,22.9497
2963,21326703057992432,0.0,53.5680929229209,-28.2726444937601,21.8236,22.4959,22.0129
2964,21326703057992466,1.0,53.5761377877227,-28.2721368910385,23.9058,24.7202,24.2333
2965,21326703057992474,1.0,53.6126212394491,-28.2717007488843,22.7628,23.8179,23.5567
2966,21326703057992481,1.0,53.5589160200925,-28.2693746875491,21.4082,22.4884,21.9962
2967,21326703057992482,1.0,53.5585322070595,-28.2690371171895,22.3981,23.8552,23.1438
2968,21326703057992510,0.0,53.6064143696422,-28.2707890450636,20.2323,22.6228,21.4359
2969,21326703057992511,0.0,53.6086165727509,-28.2710600913305,20.9698,21.5446,21.1219
2970,21326703057992524,1.0,53.5356900536586,-28.2705475680613,21.5248,23.3603,22.1402
2971,21326703057992539,1.0,53.5013936648743,-28.2705500321096,22.1548,23.6013,22.6887
2972,21326703057992541,0.0,53.4908542522534,-28.2705623523518,23.2635,24.3659,23.542
2973,21326703057992543,1.0,53.4818865531496,-28.2701508570313,20.2954,21.3014,20.705
2974,21326703057992550,1.0,53.5869041559373,-28.2695964496813,21.6408,22.3029,22.1942
2975,21326703057992551,1.0,53.5890295295474,-28.2703578365148,21.6309,22.2648,22.1527
2976,21326703057992555,1.0,53.4867850147607,-28.2698132842125,22.2637,23.3403,22.8403
2977,21326703057992568,0.0,53.5707904616329,-28.269490496605,23.5244,23.1221,23.4174
2978,21326703057992573,1.0,53.493619430205,-28.2698280684011,22.5165,23.9778,23.3822
2979,21326703057992590,1.0,53.5195514373752,-28.2682042839421,22.2869,23.4216,23.0209
2980,21326703057992591,1.0,53.5182999516668,-28.2693525113613,22.9761,22.5652,22.9055
2981,21326703057992596,0.0,53.5021924791528,-28.2692662706747,23.2388,23.8375,23.7266
2982,21326703057992616,0.0,53.5308471099905,-28.2691061095848,15.8436,17.7392,16.6749
2983,21326703057992617,1.0,53.5283897547408,-28.2706436659864,22.4845,23.4725,23.2102
2984,21326703057992618,0.0,53.5340728128463,-28.2687833241197,24.6797,25.3113,24.5612
2985,21326703057992648,1.0,53.4712452466233,-28.2706436659864,22.0169,23.6274,22.6034
2986,21326703057992649,1.0,53.4724626305251,-28.268527067653,22.1274,23.0375,22.4427
2987,21326703057992650,1.0,53.4702378640314,-28.2706190254845,23.7932,24.5229,24.4985
2988,21326703057992652,1.0,53.4729338837263,-28.2697985000259,24.1957,25.1891,24.9938
2989,21326703057992701,1.0,53.5663970904371,-28.2689213086263,22.525,23.6981,23.2966
2990,21326703057992709,0.0,53.4802705124069,-28.268470395633,23.2034,24.1575,23.8577
2991,21326703057992711,1.0,53.5988722717353,-28.2672359386764,22.0037,23.3051,22.4244
2992,21326703057992729,1.0,53.6181974322372,-28.2657353904958,21.9122,23.1874,22.7293
2993,21326703057992764,1.0,53.4783769732648,-28.2669131588767,19.7346,20.917,20.0717
2994,21326703057992765,1.0,53.4791145260632,-28.2697221150945,24.1977,25.3817,24.628
2995,21326703057992767,1.0,53.4763745430301,-28.2657945249995,23.7072,24.645,23.8799
2996,21326703057992789,1.0,53.5217975419616,-28.2676326388535,23.2728,24.1797,23.9059
2997,21326703057992792,1.0,53.5187604213064,-28.2664326869401,21.8162,23.6741,22.7804
2998,21326703057992793,1.0,53.5180399063026,-28.265336233454,22.1925,23.0526,22.8129
2999,21326703057992802,1.0,53.5238797513811,-28.2659300416943,22.1511,23.202,22.8744
3000,21326703057992808,1.0,53.4986522062327,-28.265878298936,20.7553,21.7431,21.2615
3001,21326703057992810,1.0,53.4950375913411,-28.2654594299123,22.1024,22.8747,22.7587
3002,21326703057992811,1.0,53.4997157068815,-28.2647522841791,23.8987,24.0058,24.1283
3003,21326703057992833,0.0,53.4856920191922,-28.2662897777565,18.6289,20.4608,19.2176
3004,21326703057992870,1.0,53.6088852351956,-28.2657058232563,23.3709,24.5248,23.6661
3005,21326703057992880,0.0,53.5494539211434,-28.2651218719561,22.218,24.3037,23.0533
3006,21326703057992895,1.0,53.4744236987338,-28.2644689344181,21.1826,22.1414,21.5669
3007,21326703057992900,1.0,53.4807241283936,-28.2658438037777,23.2114,23.4836,23.5466
3008,21326831906981549,0.0,53.4297236493653,-28.8419769947817,24.2522,24.4279,24.5676
3009,21326831906981832,1.0,53.3044581053476,-28.8312402413188,22.7478,23.8388,23.0621
3010,21326831906982141,0.0,53.2970966956173,-28.8188078997145,23.3182,24.2318,23.5651
3011,21326831906982362,1.0,53.2990879332405,-28.8095223869237,24.214,24.7197,24.6854
3012,21326831906984484,1.0,53.2647215733984,-28.7198998833254,23.5427,24.7649,23.8172
3013,21326831906984486,1.0,53.2670246257671,-28.7196920204018,21.4286,22.318,21.5866
3014,21326831906984612,1.0,53.2485330743135,-28.7147652951528,21.5023,21.8423,21.7618
3015,21326831906984668,1.0,53.2685259602366,-28.7127857622211,23.8321,24.699,24.2754
3016,21326831906984669,1.0,53.2522984487585,-28.712444296579,22.4128,23.5905,23.0749
3017,21326831906984775,1.0,53.2476948490602,-28.708708042451,23.9181,24.9301,24.5099
3018,21326831906984937,1.0,53.2574292307618,-28.7025892866377,22.9245,23.6942,23.1008
3019,21326831906984971,0.0,53.2654742206344,-28.7010775909286,23.0348,24.5747,23.4974
3020,21326831906985027,0.0,53.216773368956,-28.698365995076,23.6142,24.5705,24.3917
3021,21326831906985050,0.0,53.2573634167735,-28.6981136421011,22.3579,24.8877,23.7475
3022,21326831906985111,1.0,53.2554226512693,-28.69553324415,24.0106,24.7634,24.6288
3023,21326831906985248,0.0,53.2760954584939,-28.6913745583149,24.3637,24.3016,24.4471
3024,21326831907011832,1.0,53.4320771515886,-28.8409116928556,22.8134,24.9375,23.7389
3025,21326831907011833,1.0,53.4313589092854,-28.8427028928079,23.0699,23.0979,23.2386
3026,21326831907012490,1.0,53.3570386661919,-28.8317381603979,22.6239,24.0148,23.4169
3027,21326831907012531,1.0,53.3038945279936,-28.8295978684061,22.4125,22.8249,22.7882
3028,21326831907012556,1.0,53.3710707753396,-28.8291940914022,24.1621,25.2549,24.914
3029,21326831907012567,0.0,53.3525492415665,-28.8277152405338,24.5761,25.1704,25.0708
3030,21326831907012608,0.0,53.3726774745274,-28.8272866997358,24.3417,25.1152,24.8066
3031,21326831907012621,1.0,53.3566354674376,-28.8267764164623,23.5097,24.3344,24.1715
3032,21326831907012622,1.0,53.35615061676,-28.8266228365492,24.4608,24.4523,24.6427
3033,21326831907012705,1.0,53.3542690586851,-28.8257310866925,23.759,24.9719,24.613
3034,21326831907012882,0.0,53.3564377195225,-28.8210445713271,23.1089,24.1295,23.3244
3035,21326831907013033,0.0,53.3675786748398,-28.8195212515561,21.5144,22.4206,21.8107
3036,21326831907013036,1.0,53.2902779066651,-28.8192364056166,22.3545,23.1851,22.6433
3037,21326831907013127,1.0,53.3692694296438,-28.8175719301399,22.1564,22.7549,22.3043
3038,21326831907013145,1.0,53.3763859562907,-28.8175323000956,22.0395,22.9833,22.774
3039,21326831907016913,1.0,53.26079880057,-28.729333335701,23.658,24.5604,24.3248
3040,21326831907017023,1.0,53.2676959893978,-28.7274079711936,21.6937,21.8028,21.8929
3041,21326831907017164,1.0,53.2776068831125,-28.7239260717077,23.9135,24.993,24.6761
3042,21326831907017176,1.0,53.2900808100445,-28.7236885049668,22.8492,23.8274,23.5478
3043,21326831907017180,1.0,53.2869604393435,-28.7234756852197,21.8505,22.8472,22.1967
3044,21326831907017181,1.0,53.2864569059018,-28.7236810810148,22.4726,23.294,22.7151
3045,21326831907017671,1.0,53.2651119781736,-28.713322706826,21.7378,23.8657,22.6939
3046,21326831907017680,1.0,53.2932150894583,-28.7131346521807,21.9422,22.9516,22.5265
3047,21326831907017681,1.0,53.2917129477071,-28.7126991585107,21.9916,23.8653,22.8896
3048,21326831907017682,1.0,53.2932392697446,-28.7127733902581,22.5412,23.4428,23.0505
3049,21326831907017683,1.0,53.290703948165,-28.7130653689755,23.3621,24.0552,23.4973
3050,21326831907017745,1.0,53.2729088993191,-28.711548573163,23.3662,23.8811,23.7864
3051,21326831907017913,1.0,53.2433469253428,-28.7077158543414,21.4888,22.5451,21.8495
3052,21326831907017933,1.0,53.2484067935806,-28.7072482178217,23.7029,24.6004,24.2787
3053,21326831907017959,1.0,53.2517970298175,-28.7068226456628,22.349,24.6163,23.2669
3054,21326831907018089,1.0,53.2500705266378,-28.7046948108336,21.7178,23.541,22.6568
3055,21326831907018090,1.0,53.2505011303053,-28.7047764595112,23.6193,24.3623,24.248
3056,21326831907018202,1.0,53.2445582054092,-28.7021662075692,22.7579,23.5843,22.9463
3057,21326831907018327,1.0,53.2553985105114,-28.700995945137,21.7765,21.8303,22.0223
3058,21326831907018387,1.0,53.2135491886588,-28.6996153986705,23.5254,24.4733,24.0022
3059,21326831907018680,0.0,53.2831547832636,-28.6953105857551,23.773,23.8178,23.9705
3060,21326831907018700,1.0,53.2152223539881,-28.6943778996256,22.7345,23.4249,23.3001
3061,21326831907019341,1.0,53.2794425220358,-28.6846977515074,24.1833,25.181,24.5326
3062,21326831907019451,1.0,53.2934313025566,-28.6823477355477,23.7092,24.5702,24.1888
3063,21326831907019603,1.0,53.294228255662,-28.6794634722466,21.0386,22.385,21.7566
3064,21326831907019604,1.0,53.2937495983192,-28.6789786467621,22.1005,23.3353,22.7144
3065,21326831907019605,1.0,53.2935517609108,-28.6796440455772,22.3354,23.4277,22.9528
3066,21326831907019606,1.0,53.2920582656413,-28.6780931039658,23.4503,25.1493,24.3762
3067,21326831907019607,0.0,53.2967429577635,-28.6791666400509,23.7433,23.5511,23.6096
3068,21326836201949102,1.0,53.3164824496397,-28.5990378424041,23.925,24.7147,24.5573
3069,21326836201949692,1.0,53.2921065320071,-28.5747882240454,23.7,24.6967,24.1143
3070,21326836201949790,1.0,53.2969997679696,-28.5718945592581,23.7005,24.5051,24.2826
3071,21326836201949949,1.0,53.298109501268,-28.566774623209,23.6082,24.5522,23.808
3072,21326836201950308,1.0,53.3795130174031,-28.5559054688493,21.93,22.696,22.4714
3073,21326836201950422,1.0,53.4461494074626,-28.552253842974,23.5686,24.2755,23.7463
3074,21326836201950462,1.0,53.4507693855264,-28.5502576084833,22.4912,23.7043,23.0406
3075,21326836201950500,1.0,53.4516444269555,-28.5491162141825,24.4179,24.9248,24.9402
3076,21326836201950507,0.0,53.4269386203125,-28.5487332816366,24.4024,23.9229,24.1921
3077,21326836201950707,1.0,53.4522285153064,-28.5413688949544,22.9902,23.9477,23.2189
3078,21326836201950847,0.0,53.4498241175138,-28.5360948183346,23.3697,24.2096,23.6076
3079,21326836201950880,1.0,53.4493149959098,-28.5343804915008,20.5988,21.3775,20.9256
3080,21326836201950993,1.0,53.4484063418582,-28.5302553524662,23.1445,24.4291,23.9949
3081,21326836201950994,0.0,53.3966929375597,-28.5299416508946,21.4275,21.8077,21.5239
3082,21326836201951186,0.0,53.4005002562129,-28.521617784899,20.9149,21.2357,20.992
3083,21326836201951519,1.0,53.3967374120821,-28.5096320782958,23.8664,23.4679,23.7634
3084,21326836201951696,0.0,53.4187687575199,-28.5028334563685,23.9282,24.8501,24.6388
3085,21326836201951876,0.0,53.3567883275447,-28.4966254352649,24.4109,24.1692,24.3436
3086,21326836201951982,1.0,53.3608551146956,-28.4927017789233,24.3425,24.9095,24.5331
3087,21326836201952133,0.0,53.44915257514,-28.4869017510695,22.6782,22.6483,22.8254
3088,21326836201952238,1.0,53.4276894973592,-28.4832031342532,23.4155,24.253,24.0678
3089,21326836201969399,0.0,53.2738483519942,-28.6720330259581,23.1783,23.4581,23.5381
3090,21326836201969400,1.0,53.2742920834458,-28.6723966207534,23.5723,24.7514,24.3334
3091,21326836201969484,1.0,53.2697755905164,-28.6701853902702,22.0751,23.7412,22.8227
3092,21326836201969783,1.0,53.2624730140893,-28.6685158679701,15.8258,15.7001,15.5578
3093,21326836201969784,0.0,53.2620047287664,-28.6674647009087,19.687,19.8338,19.5703
3094,21326836201969785,1.0,53.2636677668417,-28.6736556083991,21.8838,22.822,22.1378
3095,21326836201969786,1.0,53.2616747871078,-28.671016451287,22.4236,23.8531,23.1681
3096,21326836201969789,1.0,53.2594480570568,-28.6640664117751,24.0051,24.7466,24.5714
3097,21326836201972965,0.0,53.3167185253198,-28.5955775058173,23.1462,24.006,23.8318
3098,21326836201973088,0.0,53.3402613468065,-28.590589878234,21.7282,22.4803,22.3351
3099,21326836201973111,1.0,53.3118317762247,-28.5888178197585,22.554,23.4417,22.8359
3100,21326836201973555,1.0,53.3493904453819,-28.5812356251005,23.5509,23.8516,23.7423
3101,21326836201973662,0.0,53.3240977488554,-28.5740765382203,20.0714,22.6384,21.4716
3102,21326836201973663,1.0,53.3222449626178,-28.575475203124,21.9411,24.303,22.9972
3103,21326836201973664,1.0,53.3236009301934,-28.5775089840354,23.6125,25.178,24.1716
3104,21326836201973665,1.0,53.3218086902673,-28.5785295960787,23.7012,24.5673,24.345
3105,21326836201973745,0.0,53.2919970006175,-28.5774743871905,24.2366,23.9783,24.2076
3106,21326836201973834,1.0,53.3083195726421,-28.5749710885419,23.2647,25.1529,24.255
3107,21326836201973906,1.0,53.2945884994386,-28.5734834703772,24.3186,24.4491,24.6052
3108,21326836201973964,0.0,53.3064680393583,-28.5731152757734,19.0073,20.0752,19.2978
3109,21326836201973982,1.0,53.3023171292172,-28.5734637015067,20.846,22.8408,21.5212
3110,21326836201973983,1.0,53.3028976208504,-28.5754307223284,21.3842,22.3309,21.7835
3111,21326836201974098,1.0,53.3177496625077,-28.5706244360566,21.5338,22.9542,22.3813
