,objectid,extendedness,ra,dec,mag_i,mag_g,mag_r
1179,21326423885119365,1.0,54.1483839866125,-28.5449410893343,22.1097,23.2538,22.8773
1180,21326423885119366,1.0,54.1454601889677,-28.5423471602086,22.4851,23.9688,23.2761
1181,21326423885119367,1.0,54.1423009409094,-28.5429968716983,23.288,24.1206,23.5687
1182,21326423885119368,0.0,54.145243421739,-28.5452795400361,23.4513,24.2951,24.1283
1183,21326423885119369,0.0,54.1493790869233,-28.5452326015527,22.9645,23.7345,23.6167
1184,21326423885119399,1.0,53.9956747627474,-28.5465493574733,23.4671,24.502,23.8854
1185,21326423885119400,0.0,53.9958924642753,-28.5453857693128,24.1691,25.0283,24.7569
1186,21326423885119438,1.0,53.9790463368143,-28.5449213258233,21.5516,22.358,22.1672
1187,21326423885119439,1.0,53.9779284908219,-28.5430709835297,22.9675,23.8903,23.6341
1188,21326423885119444,1.0,54.1230541534666,-28.5447335726535,22.1548,23.087,22.8376
1189,21326423885119446,1.0,54.1165935212872,-28.5448422718163,22.8127,23.9504,23.4726
1190,21326423885119447,1.0,54.1153733009906,-28.5450917862278,23.7413,24.4664,24.2557
1191,21326423885119448,0.0,54.0053116234738,-28.5452301311068,23.4829,24.2102,24.0612
1192,21326423885119451,1.0,54.0026874112161,-28.5451930744249,22.3591,23.8605,23.1822
1193,21326423885119452,1.0,54.0020144910751,-28.5459243286893,24.3451,25.2918,24.9054
1194,21326423885119454,1.0,53.9681741571354,-28.5442987771242,20.3887,20.6948,20.4726
1195,21326423885119455,1.0,53.9684809025119,-28.5449657937283,21.1817,21.5295,21.3065
1196,21326423885119456,1.0,53.9680556283972,-28.5425670241044,21.894,22.8871,22.5006
1197,21326423885119457,0.0,53.9697027218352,-28.5452523651221,23.9081,24.9186,24.2782
1198,21326423885119459,1.0,53.9662566013419,-28.5428881744399,24.4257,24.9255,24.9814
1199,21326423885119478,1.0,54.1701077132714,-28.5459564447024,20.8284,21.1199,20.761
1200,21326423885119479,1.0,54.1706706267644,-28.5449040327542,24.3765,25.3647,25.0531
1201,21326423885119494,1.0,54.1517446827539,-28.5438590425621,22.5843,23.7287,23.3563
1202,21326423885119497,0.0,54.1552394101071,-28.5439578591578,24.8238,25.022,25.1183
1203,21326423885119499,0.0,54.0145420197165,-28.5431945033646,21.6971,22.1756,21.8214
1204,21326423885119500,1.0,54.016590220968,-28.5436120014787,22.7139,23.477,22.9657
1205,21326423885119510,0.0,54.1855592707418,-28.5433550793665,20.7796,21.1167,20.866
1206,21326423885119512,1.0,54.116494313713,-28.5432142665516,21.7327,22.5048,21.8847
1207,21326423885119519,0.0,54.0001949361714,-28.5432809673352,22.2687,25.4087,23.9854
1208,21326423885119525,0.0,54.1594627181943,-28.5429696973732,20.8783,21.219,20.9677
1209,21326423885119526,1.0,54.159387756329,-28.5419691930107,23.8171,24.509,24.0485
1210,21326423885119534,0.0,54.1003537782353,-28.5426238429386,23.6729,24.6477,23.8514
1211,21326423885119537,1.0,54.0674878889805,-28.5395927244433,19.4657,20.4897,19.7473
1212,21326423885119538,1.0,54.0684112442049,-28.5401831310679,20.9132,21.5871,21.1303
1213,21326423885119539,1.0,54.0686714200866,-28.5428733520952,22.275,22.985,22.5502
1214,21326423885119540,1.0,54.0674130307364,-28.5367321400332,23.7049,24.3345,23.7903
1215,21326423885119571,1.0,54.1213551423336,-28.5425200868297,22.2291,23.5256,22.9937
1216,21326423885119579,1.0,54.151728656435,-28.541697452726,22.814,24.7054,23.7751
1217,21326423885119580,1.0,54.1514558066905,-28.542095181926,22.911,23.369,23.3838
1218,21326423885119584,1.0,54.1275435782541,-28.5427942996252,20.3103,21.9688,20.824
1219,21326423885119585,1.0,54.1261377260023,-28.5446273440347,21.6053,22.7891,22.4013
1220,21326423885119586,1.0,54.1261771803913,-28.5437824597643,22.3817,23.5904,22.6645
1221,21326423885119587,1.0,54.1288848021549,-28.5432241481465,23.7315,24.4413,24.3137
1222,21326423885119590,0.0,54.1304474429573,-28.5421964672416,24.2158,24.6359,24.6191
1223,21326423885119604,0.0,54.0408291108583,-28.5426065502467,18.0433,18.8324,18.2516
1224,21326423885119605,1.0,54.0413704860158,-28.5402967661955,22.0833,22.7932,22.193
1225,21326423885119626,1.0,54.1775090445035,-28.5416356936682,21.3805,22.96,22.1169
1226,21326423885119639,1.0,54.1062433467678,-28.5420161300399,24.3256,25.1918,25.035
1227,21326423885119643,0.0,54.1092610662621,-28.5413194878593,22.2111,25.3845,23.9502
1228,21326423885119657,1.0,54.0461015690932,-28.5405586215213,21.2151,22.4652,21.9076
1229,21326423885119668,1.0,54.1586490387621,-28.5406080282595,22.5463,23.486,23.2717
1230,21326423885119670,0.0,54.1054620761871,-28.5407834223674,23.0093,23.7582,23.3856
1231,21326423885119676,0.0,53.9701500059351,-28.5406129689346,24.1705,24.2804,24.4154
1232,21326423885119682,0.0,54.1415244573916,-28.5401559574686,24.313,25.325,24.9394
1233,21326423885119686,0.0,54.0316374769384,-28.5418382635133,20.6181,20.9467,20.6943
1234,21326423885119687,1.0,54.0300681781438,-28.5417246267229,21.7524,22.7026,22.4379
1235,21326423885119703,0.0,53.9615740752672,-28.539491441631,23.5915,24.6924,24.13
1236,21326423885119704,1.0,53.960426388958,-28.539691537037,24.2729,23.8221,24.1409
1237,21326423885119705,1.0,54.1716803688221,-28.5389776181318,22.5357,23.3949,22.8266
1238,21326423885119706,1.0,54.1734059922694,-28.5392839356854,22.3145,23.3717,22.6307
1239,21326423885119707,1.0,54.1745613697158,-28.5380957249869,22.2361,23.8021,22.7168
1240,21326423885119720,1.0,53.9656596518475,-28.5392691138478,23.7383,24.4622,24.285
1241,21326423885119741,1.0,54.1140733339462,-28.5387083558566,22.1632,23.0315,22.8081
1242,21326423885119743,1.0,54.114554145943,-28.5378067027892,24.6076,24.5953,24.7743
1243,21326423885119748,0.0,54.1174958853001,-28.5385156731829,19.9004,20.3414,20.0137
1244,21326423885119754,1.0,54.1390210981048,-28.5383921588339,22.6916,23.7883,23.4709
1245,21326423885119772,1.0,54.0464515040616,-28.538409450834,22.887,22.8751,23.0225
1246,21326423885119776,0.0,54.1026316742621,-28.538009265272,20.699,23.2674,22.1026
1247,21326423885119780,1.0,54.0435300148955,-28.5379252759026,21.1371,22.1112,21.3657
1248,21326423885119787,1.0,53.9684911535859,-28.5383056988757,22.3475,22.8955,22.7936
1249,21326423885119793,1.0,54.0975196806295,-28.5380339680405,21.3066,22.483,21.6417
1250,21326423885119794,1.0,54.0964538058072,-28.5366753243764,22.4744,23.5581,23.1937
1251,21326423885119847,1.0,54.1055670450927,-28.5371792556187,21.7858,24.4591,22.9172
1252,21326423885119848,1.0,54.1049343758195,-28.5360898778714,22.1905,23.396,22.457
1253,21326423885119860,1.0,54.1230129018747,-28.5372113689659,21.9874,23.1587,22.2952
1254,21326423885119861,0.0,54.1233406441942,-28.5366481516818,23.3925,23.5004,23.6366
1255,21326423885119863,1.0,54.193102378245,-28.5366160385064,21.5418,23.0294,22.1023
1256,21326423885119866,1.0,54.188531075594,-28.5371520827942,24.348,25.3174,24.7284
1257,21326423885119868,1.0,54.1486800562938,-28.5372311310305,22.8725,24.2675,23.6995
1258,21326423885119876,1.0,53.971666954777,-28.5367766044816,23.2323,24.1076,23.6309
1259,21326423885119882,1.0,54.1386332887029,-28.5362874965811,21.5725,22.6416,22.3272
1260,21326423885119886,1.0,54.1468953793985,-28.5367321400332,23.4639,25.0775,24.0259
1261,21326423885119891,1.0,54.0586023095765,-28.5372163094817,22.6942,23.6601,23.3596
1262,21326423885119897,1.0,54.1204212281053,-28.5357934505017,21.7224,22.8374,22.4676
1263,21326423885119901,0.0,54.0271975145136,-28.5356081838192,22.9347,23.8044,23.6005
1264,21326423885119905,1.0,54.0865683785337,-28.5357983909511,23.1626,24.3001,23.8976
1265,21326423885119907,1.0,54.0711071192098,-28.535966366366,24.3901,23.9358,24.1576
1266,21326423885119912,1.0,54.0201697101878,-28.5358823786251,21.3488,22.1727,21.8953
1267,21326423885119913,0.0,54.0211233358328,-28.5354130365992,23.1107,23.154,23.3362
1268,21326423885119914,1.0,54.0194069895997,-28.5360182411806,23.3168,24.9922,24.2307
1269,21326423885119919,1.0,54.1096575835457,-28.5342199291768,20.702,22.1651,21.1353
1270,21326423885119920,0.0,54.1078088588891,-28.5371224397209,21.3468,22.6983,21.745
1271,21326423885119921,1.0,54.1088171128449,-28.5348103056952,21.7,23.4281,22.2054
1272,21326423885119922,0.0,54.1069731095173,-28.5333207846834,23.941,24.6696,24.5725
1273,21326423885119954,1.0,54.0590480743372,-28.5350993196738,21.8825,22.7198,22.4902
1274,21326423885119961,0.0,54.0120449735888,-28.534859709738,23.8768,24.8425,24.4995
1275,21326423885119968,1.0,54.0072063067535,-28.534449656885,24.0707,25.0973,24.7672
1276,21326423885119971,0.0,54.0672978811281,-28.5338963350825,21.6108,24.2013,23.0085
1277,21326423885119977,1.0,54.0098256428698,-28.5342816838878,23.7035,24.9303,24.4621
1278,21326423885119988,1.0,53.9688699734586,-28.5342471012452,23.9502,24.9046,24.5219
1279,21326423885120004,0.0,54.1559396639094,-28.5334566439362,24.4979,25.1605,25.1112
1280,21326423885120006,1.0,54.0501171297875,-28.5332318587218,21.5494,22.4472,22.2079
1281,21326423885120020,1.0,54.0429605920184,-28.5332219780641,22.271,23.8188,22.9755
1282,21326423885120023,1.0,54.0047856110647,-28.533298553186,24.2551,25.2133,24.4102
1283,21326423885120025,1.0,54.128844958143,-28.5327724091159,22.4863,23.4713,23.135
1284,21326423885120038,0.0,54.0329477110968,-28.5151690930547,17.4207,19.5939,18.3375
1285,21326423885120054,1.0,54.0277420937272,-28.51287225861,19.9421,20.4265,20.091
1286,21326423885120061,1.0,54.0291578923303,-28.5126376385523,21.2107,22.5118,22.0875
1287,21326423885120063,1.0,54.0278336393514,-28.5087701873344,20.7986,22.4231,21.6994
1288,21326423885120064,1.0,54.0284429612243,-28.508046599501,21.566,22.2931,22.0639
1289,21326423885120065,1.0,54.0305369113889,-28.5092566979856,21.5926,22.4609,22.1508
1290,21326423885120069,1.0,54.0329784900938,-28.5092962116396,23.3534,24.1915,24.01
1291,21326423885120070,1.0,54.0291711948601,-28.5096814705413,22.6038,24.6691,23.5733
1292,21326423885120071,1.0,54.0315112218668,-28.5092838636211,22.9334,24.7091,23.759
1293,21326423885120137,0.0,54.1361929122211,-28.5305567044615,21.6556,24.769,23.3963
1294,21326423885120138,1.0,54.1356249893488,-28.5327551180408,22.8453,23.8463,23.1164
1295,21326423885120139,1.0,54.136608223869,-28.531826344462,23.8153,25.0867,24.4398
1296,21326423885120143,1.0,54.0258427357597,-28.531774471711,22.9197,24.3048,23.3806
1297,21326423885120144,1.0,54.0255257043101,-28.5326143193921,23.8547,25.3941,24.6751
1298,21326423885120169,1.0,54.1628939466247,-28.5318559860456,23.2795,24.5862,23.9007
1299,21326423885120173,1.0,54.068202089524,-28.5314582954946,22.918,24.1337,23.4708
1300,21326423885120175,1.0,54.0332800346588,-28.531001323733,23.3868,24.9974,24.3049
1301,21326423885120186,1.0,54.0083474742675,-28.5309840329485,23.9974,24.9125,24.7201
1302,21326423885120191,1.0,53.9695531194565,-28.5306876199411,21.4358,22.391,22.03
1303,21326423885120197,0.0,54.013703170448,-28.5303813273758,23.3327,24.0046,23.9167
1304,21326423885120198,0.0,54.0126854140974,-28.5297909756685,24.5508,25.3013,25.198
1305,21326423885120199,1.0,54.1195740815368,-28.528827647347,19.6217,20.8994,20.0354
1306,21326423885120200,0.0,54.1233747848162,-28.5339778510584,20.4054,20.7216,20.483
1307,21326423885120201,1.0,54.1125663170304,-28.5315126382143,21.652,22.6255,21.9277
1308,21326423885120202,1.0,54.1131974590801,-28.5297810953333,21.9453,24.0976,23.0207
1309,21326423885120203,1.0,54.1152491144047,-28.5296921723585,23.3666,22.9438,23.2875
1310,21326423885120204,0.0,54.1146265389038,-28.5253572683077,23.5067,22.9459,23.4026
1311,21326423885120205,1.0,54.1189127068187,-28.5280569910292,24.0363,25.1373,24.4468
1312,21326423885120206,1.0,54.1154753432862,-28.5242976522094,22.9436,25.0104,23.8323
1313,21326423885120240,1.0,54.1469520633982,-28.5294995061705,22.2574,23.7435,23.1168
1314,21326423885120245,0.0,54.0502325460143,-28.530151608536,23.8159,24.8202,24.222
1315,21326423885120264,1.0,54.0860589498603,-28.5288795186478,23.9967,25.1436,24.3236
1316,21326423885120273,1.0,54.1580703108996,-28.5286992042361,22.6331,24.6169,23.5502
1317,21326423885120274,0.0,54.15712298488,-28.5278248072174,24.8607,25.0266,25.0849
1318,21326423885120285,1.0,53.9998023872222,-28.5282941154499,22.2868,23.6833,23.0551
1319,21326423885120295,1.0,54.1016218527699,-28.5273036305238,21.8707,22.1819,21.7747
1320,21326423885120343,1.0,54.0541701093461,-28.5264020750293,21.8164,22.3558,22.2358
1321,21326423885120346,1.0,54.0813425663036,-28.5262662248699,22.3486,24.3806,23.0929
1322,21326423885120360,0.0,54.1504129274051,-28.5257425858933,22.5257,23.5148,22.9999
1323,21326423885120367,1.0,54.0508853507085,-28.5261501348723,23.9528,24.9876,24.2828
1324,21326423885120378,1.0,54.0077470570101,-28.5254511275898,19.9729,21.0331,20.2273
1325,21326423885120379,1.0,54.0087603855945,-28.5244458496245,23.9082,25.0159,24.2772
1326,21326423885120399,1.0,54.1014260973538,-28.5249324326023,23.7969,24.6112,24.0775
1327,21326423885120409,1.0,54.125746125487,-28.5239987880561,21.3852,22.6035,21.8922
1328,21326423885120410,1.0,54.1251021775308,-28.5242457831634,21.4891,23.3473,22.5272
1329,21326423885120413,1.0,54.1328925704969,-28.5236159467835,22.9998,25.3881,24.0151
1330,21326423885120426,1.0,54.0405581000745,-28.5225612880164,21.6141,22.5028,22.137
1331,21326423885120427,1.0,54.041360312682,-28.52163754404,22.4183,22.6697,22.7507
1332,21326423885120468,1.0,54.1981272415885,-28.5227193626629,22.6052,24.4441,23.5648
1333,21326423885120469,1.0,54.1995062892957,-28.521810436682,23.6897,25.347,24.2051
1334,21326423885120473,0.0,54.0076632545336,-28.521919112202,20.8918,22.7005,21.4605
1335,21326423885120527,1.0,54.1376697459104,-28.5195430956982,23.9651,23.5447,23.8609
1336,21326423885120531,1.0,54.102907376845,-28.5202321843692,21.9116,23.0248,22.2194
1337,21326423885120558,0.0,54.1216087422411,-28.5196888165829,16.0068,17.9943,16.7998
1338,21326423885120559,1.0,54.1209862713367,-28.5185304646042,21.2747,22.6056,22.1255
1339,21326423885120560,1.0,54.1163393353658,-28.5200074273544,21.0117,22.6253,21.6998
1340,21326423885120561,1.0,54.1203940953798,-28.5195455655421,23.4537,24.2622,24.106
1341,21326423885120562,1.0,54.1236598641849,-28.5174659775241,23.9641,24.892,24.1393
1342,21326423885120586,1.0,54.0711844909922,-28.5167423300299,19.2051,20.4399,19.573
1343,21326423885120587,1.0,54.0768011035756,-28.5159248366158,20.6425,21.4554,20.7719
1344,21326423885120588,1.0,54.0717954003995,-28.5208644704092,21.8869,22.7559,22.4182
1345,21326423885120589,1.0,54.0697783498264,-28.5207162780284,23.6044,23.8479,23.9244
1346,21326423885120590,1.0,54.0752225347028,-28.5145294319848,23.7787,24.7301,23.9522
1347,21326423885120660,1.0,54.0532991726594,-28.5183476980769,23.7365,24.754,24.4893
1348,21326423885120661,1.0,54.053143443361,-28.5174906754785,24.1911,24.8591,24.8677
1349,21326423885120703,1.0,54.046973115677,-28.516011278218,22.0008,22.8502,22.5872
1350,21326423885120711,0.0,54.1111963535139,-28.5169275635572,15.9176,16.3669,16.0882
1351,21326423885120733,1.0,54.0442338319512,-28.5160705525004,24.0947,24.9886,24.6441
1352,21326423885120745,0.0,54.0626542530272,-28.5162384964816,22.858,23.4999,23.345
1353,21326423885120747,1.0,54.063842174259,-28.5160532641646,24.411,24.1744,24.4882
1354,21326423885120759,1.0,54.0378962540305,-28.5151122890189,20.9633,21.3775,21.3914
1355,21326423885120793,0.0,54.0018558632472,-28.5136106977767,23.6446,23.8077,23.9473
1356,21326423885120804,1.0,54.1024396877791,-28.5136625615915,21.8376,22.0563,21.8566
1357,21326423885120805,1.0,54.1008391203115,-28.5139885632966,23.7099,24.8949,24.3849
1358,21326423885120809,1.0,54.0908339749296,-28.5136156371866,22.9356,24.2286,23.7369
1359,21326423885120832,1.0,54.0645225483945,-28.5133316214973,23.4133,24.4005,23.9825
1360,21326423885120846,1.0,54.1377563776946,-28.5124771093399,23.0276,24.0805,23.8196
1361,21326423885120849,0.0,54.0541866909633,-28.5126252901427,23.3471,23.717,23.7174
1362,21326423885120865,1.0,54.1404036354561,-28.5124128977234,22.0747,22.3437,22.2867
1363,21326423885120870,0.0,54.0617960072919,-28.5124820486967,23.9886,23.5582,23.8295
1364,21326423885120880,1.0,54.0579165210279,-28.5118498129143,21.4568,22.984,22.249
1365,21326423885120881,1.0,54.0566174640057,-28.5122079147475,22.2907,23.4356,22.994
1366,21326423885120882,1.0,54.0578098499569,-28.5112966097135,23.2696,24.0785,23.738
1367,21326423885120893,1.0,54.0926981496984,-28.5113213062231,20.3553,21.1026,20.5284
1368,21326423885120894,1.0,54.0925252594376,-28.5127265471443,24.4798,25.2496,25.0942
1369,21326423885120918,1.0,54.0776725974104,-28.5110891592612,21.6446,23.1617,22.5429
1370,21326423885120940,0.0,54.067363200446,-28.51079280218,21.3301,23.8974,22.732
1371,21326423885120941,1.0,54.06862313294,-28.5115954378678,24.5257,25.3539,24.6054
1372,21326423885120966,1.0,54.0498771769306,-28.5091258091127,24.1895,25.2803,24.8388
1373,21326423885121005,1.0,54.0573672844491,-28.5084911238619,22.5077,22.3808,22.6021
1374,21326423885121037,1.0,54.1009376291308,-28.5079428774196,24.4904,24.1961,24.3473
1375,21326423885121057,1.0,54.0532763320924,-28.5079453469918,23.7334,24.7227,24.3987
1376,21326423885121064,1.0,54.0221837440736,-28.5086788124878,22.1431,22.8103,22.3493
1377,21326423885121071,0.0,54.0353891790405,-28.5074613119493,20.9855,23.1718,21.9123
1378,21326423885121074,1.0,54.006496060913,-28.5085676810242,23.6607,24.8887,24.0853
1379,21326423885121078,1.0,54.0683807638716,-28.5072291734822,22.9745,23.8771,23.5526
1380,21326423885121083,1.0,54.064762688221,-28.5072094170405,23.5549,23.1246,23.4577
1381,21326423885121183,1.0,54.1197100617678,-28.5056190356204,24.2795,25.2362,24.9969
1382,21326423885121189,1.0,54.1121361616336,-28.5054881512607,22.3857,23.2273,23.0205
1383,21326423885121191,0.0,54.0439742209799,-28.5067550199026,23.2749,24.0824,23.5055
1384,21326423885121192,1.0,54.0451201467024,-28.5068562712693,23.692,24.3884,23.9192
1385,21326423885121235,1.0,54.0677392799764,-28.504191664015,22.0398,23.25,22.7396
1386,21326423885121239,1.0,54.0274646046438,-28.5054585170886,22.4946,22.695,22.784
1387,21326423885121240,0.0,54.0280137578603,-28.5042830349752,23.1587,25.1604,23.8971
1388,21326423885121324,1.0,54.1081151492442,-28.5018580271185,22.8533,24.7898,23.8441
1389,21326423885121326,1.0,54.0585868752736,-28.5018086385355,22.7291,23.6678,22.9602
1390,21326423885121334,1.0,54.1156743092134,-28.5020308873408,22.8007,24.0495,23.5854
1391,21326423885121335,1.0,54.1165707579721,-28.5014406943202,24.075,24.7444,24.6294
1392,21326423885121353,0.0,54.1195271828395,-28.500766544825,21.1991,23.456,22.2615
1393,21326423885121393,1.0,54.0724074726427,-28.4996849513364,22.1167,23.6173,22.931
1394,21326423885121416,1.0,54.1401222862237,-28.4984033514843,24.0426,23.5856,23.9104
1395,21326423885121443,1.0,54.1026705180805,-28.5039743496166,17.2351,18.0939,17.5123
1396,21326423885121444,1.0,54.0999673484097,-28.5059993420398,21.1483,22.0233,21.7934
1397,21326423885121445,1.0,54.1029123862678,-28.4987046124779,21.9281,22.7847,22.2004
1398,21326423885121446,1.0,54.1063232453724,-28.5030557073325,22.3814,23.2367,22.6279
1399,21326423885121447,1.0,54.0994773543139,-28.501806169107,22.6179,22.5639,22.7778
1400,21326423885121448,1.0,54.1072447078416,-28.5040928846875,22.6372,23.4223,22.9022
1401,21326423885121449,1.0,54.1007873126226,-28.4986947350547,23.3271,24.4612,24.0087
1402,21326423885121485,1.0,54.1097551318173,-28.4983564338659,22.8647,24.3906,23.7341
1403,21326423885121548,1.0,54.1117112834608,-28.4962451626284,22.5625,23.1765,23.1065
1404,21326423885121566,1.0,54.1170076135484,-28.4957562426804,21.8745,22.7574,22.1244
1405,21326423885121567,1.0,54.1172620858273,-28.4951858389369,23.4822,24.7161,23.8366
1406,21326423885121627,1.0,54.1207652891242,-28.4949981743099,22.6964,23.7235,23.4148
1407,21326423885121661,1.0,54.0865573330691,-28.4929684545333,22.7103,23.5822,23.4124
1408,21326423885121662,1.0,54.0863597015994,-28.4925239955577,24.2684,24.9739,24.5323
1409,21326423885121696,1.0,54.0912461912826,-28.4924993034472,21.738,21.7947,21.9151
1410,21326423885121708,1.0,54.0496025198357,-28.491783234757,21.9517,22.8455,22.0876
1411,21326423885121709,1.0,54.0488912202562,-28.4897288853341,23.8288,24.7146,24.0671
1412,21326423885121738,1.0,54.099053896347,-28.4928104244609,21.0755,21.6996,21.5198
1413,21326423885121739,0.0,54.0983799754627,-28.4917140973475,24.3305,24.8963,24.8093
1414,21326423885121743,1.0,54.0933031016051,-28.4911140853024,23.721,24.593,24.291
1415,21326423885121775,1.0,54.1200666671876,-28.4905560524694,23.361,23.3275,23.4859
1416,21326423885121783,0.0,54.0612525385642,-28.4901980241078,21.4164,21.997,21.5754
1417,21326423885121827,1.0,54.0938103209974,-28.4892227116268,22.1587,23.625,22.5723
1418,21326423885121828,1.0,54.0955524531105,-28.4888597495357,24.1474,25.0024,24.8188
1419,21326423885121840,1.0,54.1157950816439,-28.4889412307128,21.8315,22.9606,22.1052
1420,21326423885121841,0.0,54.1143409642515,-28.4894622179078,23.1351,24.2064,23.5315
1421,21326423885121846,1.0,54.0743596031368,-28.4886548123075,24.2583,25.0705,24.522
1422,21326423885121872,0.0,54.0836884502984,-28.4878029690563,20.4948,20.8198,20.5747
1423,21326423885121873,1.0,54.0825072485904,-28.4895757983959,21.6728,22.452,21.8364
1424,21326423885121874,1.0,54.0845968935882,-28.4909338354365,23.4086,24.8183,23.7112
1425,21326423885121875,1.0,54.0838093332067,-28.4912326059299,23.3853,24.5539,24.1111
1426,21326423885121892,0.0,54.0595941899537,-28.4881955568312,21.1075,21.5963,21.24
1427,21326423885121916,1.0,54.1237718293502,-28.4868696530365,22.7357,23.7292,23.449
1428,21326423885121960,1.0,54.0442329681957,-28.4864375650806,24.0657,25.0584,24.2829
1429,21326423885121998,1.0,54.0736185163586,-28.4849808244303,24.4434,25.2846,25.0249
1430,21326423885122044,0.0,54.0941003983015,-28.4843117180875,24.2904,24.4986,24.337
1431,21326423885122129,1.0,54.08069170576,-28.4821143137981,23.8608,25.2519,24.1937
1432,21326423885122268,1.0,54.156855138688,-28.480208287783,23.3054,24.6554,23.6447
1433,21326423885122270,1.0,54.1554360564957,-28.4804453046893,24.686,24.461,24.743
1434,21326423885122303,1.0,54.0540110506869,-28.479586120935,21.949,22.8999,22.2857
1435,21326423885122325,1.0,54.159148899336,-28.4790207423349,22.5102,23.6098,23.2459
1436,21326423885122327,1.0,54.1039494218824,-28.4788750775964,22.5989,22.9554,23.0296
1437,21326423885122349,1.0,54.0527470398926,-28.478260325235,22.08,23.1928,22.397
1438,21326423885122350,1.0,54.0504330858983,-28.4755594074539,21.6289,23.1416,22.2572
1439,21326423885122351,1.0,54.050370985643,-28.4774974447497,22.5074,23.9263,23.0646
1440,21326423885122352,0.0,54.052169849718,-28.4787812597356,24.2208,25.1886,24.5676
1441,21326423885122423,1.0,54.121006109125,-28.4769814542766,23.8027,25.0163,24.2832
1442,21326423885122424,1.0,54.1221927868522,-28.4774579429976,24.149,25.2258,24.4023
1443,21326423885122438,1.0,54.1545205032395,-28.4770925524909,23.8614,24.7824,24.1256
1444,21326423885122440,1.0,54.1000732173814,-28.4769937985169,23.233,24.2704,23.4583
1445,21326423885122445,0.0,54.044995040909,-28.4761272363545,23.201,23.5813,23.2977
1446,21326423885122511,1.0,54.1280635419599,-28.475245868456,21.3119,22.1336,21.7149
1447,21326423885122513,0.0,54.1288124815924,-28.4746533563552,24.6515,24.9481,24.9861
1448,21326423885122516,0.0,54.1460702524017,-28.4838129773722,16.9277,18.6238,17.4478
1449,21326423885122517,1.0,54.1465796376381,-28.4801885363982,19.4259,20.7054,19.8368
1450,21326423885122518,1.0,54.1514367638217,-28.4766654422171,22.157,23.2285,22.4764
1451,21326423885122519,1.0,54.1438503222711,-28.4747101386209,23.6338,24.4102,24.1477
1452,21326423885122520,0.0,54.1423768196231,-28.4854400659237,24.4512,25.2132,25.0544
1453,21326423885122521,1.0,54.1442565937597,-28.4864671939125,23.9382,25.0235,24.7992
1454,21326423885122571,0.0,54.1190176840247,-28.4750631768705,23.6796,24.1471,23.7784
1455,21326423885122573,1.0,54.0834268154279,-28.4772036508221,21.1106,21.9952,21.281
1456,21326423885122687,1.0,54.1232755742869,-28.4702343084226,20.7606,22.7375,21.3425
1457,21326423885122688,1.0,54.1260252590034,-28.4731844344379,23.6765,24.6696,24.05
1458,21326423885122689,1.0,54.1264629658055,-28.4710070112908,24.2739,25.0796,25.0232
1459,21326423885122749,1.0,54.1323723140374,-28.4636505166871,20.9608,22.3904,21.7042
1460,21326423885122750,1.0,54.1363978036629,-28.4655290896037,21.3531,23.0741,22.0345
1461,21326423885122751,1.0,54.1374098959036,-28.4696566364874,21.7602,23.3286,22.3113
1462,21326423885122752,1.0,54.1344912733119,-28.4690123138242,21.8903,22.5396,22.4328
1463,21326423885122753,1.0,54.1358425957214,-28.4681038502309,22.0693,23.6519,22.9506
1464,21326423885122754,1.0,54.1413711050049,-28.4709773867955,21.8559,23.283,22.599
1465,21326423885122755,1.0,54.1346842737218,-28.4639640212782,22.186,23.184,22.543
1466,21326423885122756,1.0,54.1404807671375,-28.4708317331478,22.9647,24.4829,23.388
1467,21326423885122758,1.0,54.1396246619981,-28.4697134160676,23.7077,24.1733,24.0969
1468,21326423885122867,1.0,54.1779891985897,-28.464830483686,21.4718,21.9131,21.6275
1469,21326423885122887,1.0,54.1179395250232,-28.4672867333993,23.9753,25.1889,24.3301
1470,21326423885122923,1.0,54.0929416124392,-28.466852256932,22.6151,23.1098,22.7118
1471,21326423885122934,1.0,54.1637614650596,-28.4652822318614,22.148,23.8462,22.9501
1472,21326423885122955,1.0,54.0918575418374,-28.4646058446019,21.4796,23.0118,21.9912
1473,21326423885122962,1.0,54.1443263912349,-28.4645268507517,21.2343,23.305,22.047
1474,21326423885123007,0.0,54.1118140011377,-28.4642577783926,23.1139,25.1765,23.928
1475,21326423885123020,1.0,54.1267120972161,-28.4628655250188,19.4973,21.1423,20.1573
1476,21326423885123021,1.0,54.1271543675653,-28.4648378893783,21.7401,22.701,22.0478
1477,21326423885123022,1.0,54.1259226903673,-28.4636653279067,22.1191,23.3191,22.586
1478,21326423885123030,1.0,54.1212083331478,-28.4642182815902,20.1345,21.3754,20.6159
1479,21326423885123031,1.0,54.1195339205616,-28.4638504683268,22.2003,24.112,22.9783
1480,21326423885123053,1.0,54.1586191235195,-28.4615350021425,22.4938,23.9788,23.3375
1481,21326423885123054,1.0,54.1566428709893,-28.4616189307343,22.9532,24.3799,23.4985
1482,21326423885123055,1.0,54.1597253175687,-28.4614436681623,23.6594,24.2424,24.2067
1483,21326423885123061,1.0,54.1134286009335,-28.4626631067292,22.6252,23.8642,23.0353
1484,21326423885123081,1.0,54.1362064577464,-28.4615103172752,20.8555,21.8468,21.2414
1485,21326423885123207,1.0,54.1130445725968,-28.4574719506051,21.0067,21.7418,21.1354
