fieldID,fieldFov,fieldRA,fieldDec,fieldGL,fieldGB,fieldEL,fieldEB
440,3.5,943593.8598632808,-203226.73187255856,-25.1914863586426,-11.8746757507324,-94.9199142456055,-33.1575164794922
441,3.5,352406.08520507807,-203226.73187255856,-94.4755325317383,-25.0005931854248,114.233039855957,-79.2306594848633
442,3.5,1036800.0,-201856.0089111329,-19.2278118133545,-25.0148296356201,-77.8003463745117,-33.3767318725586
443,3.5,259200.0,-201856.0089111329,-95.3129577636719,-39.2828025817871,42.5951347351074,-76.5106964111328
444,3.5,777599.8901367192,-201856.0089111329,-44.3573417663574,4.49935007095337,-125.308036804199,-39.1085090637207
445,3.5,518400.10986328084,-201856.0089111329,-81.9601821899414,-2.95330095291138,-176.046020507812,-63.0964088439941
446,3.5,0.0,-201855.92651367193,-42.8510360717773,-59.6147193908691,-30.3141002655029,-49.5767974853516
447,3.5,1276212.7441406231,-201521.9696044921,-37.492748260498,-58.2713928222656,-33.9438438415527,-47.6573715209961
448,3.5,19787.285041809086,-201521.9696044921,-48.651782989502,-60.6660614013672,-26.4512004852295,-51.4221000671387
449,3.5,1056587.2558593769,-201521.94213867193,-18.5375061035156,-28.0243244171143,-74.1480178833008,-33.8046417236328
450,3.5,239412.7716064452,-201521.94213867193,-94.6069869995117,-42.3081932067871,32.5990905761719,-74.6942596435547
451,3.5,757812.7441406231,-201521.88720703113,-47.2578887939453,5.54332780838013,-128.9609375,-40.3528099060059
452,3.5,538187.2558593769,-201521.88720703113,-79.6631774902344,-0.911574006080627,-171.565353393555,-60.8569946289062
453,3.5,1017012.6342773424,-201521.88720703113,-19.9473438262939,-22.0142669677734,-81.4252853393555,-32.9010238647461
454,3.5,278987.33825683594,-201521.88720703113,-95.8881072998047,-36.2443923950195,55.0473480224609,-77.8786392211914
455,3.5,797387.3107910171,-201521.83227539074,-41.4860191345215,3.38876390457153,-121.75373840332,-37.8069458007812
456,3.5,498612.68920898286,-201521.83227539074,-84.2260818481445,-5.0341272354126,178.84716796875,-65.2161636352539
457,3.5,1256594.0185546884,-200510.11505126953,-32.6084289550781,-56.6750946044922,-37.3616943359375,-45.6723289489746
458,3.5,39406.005477905404,-200510.11505126953,-54.8154830932617,-61.3975067138672,-22.3250617980957,-53.1760711669922
459,3.5,997393.7988281231,-200510.10131835926,-20.6934986114502,-19.0225067138672,-85.0201034545898,-32.3755645751953
460,3.5,298606.1737060548,-200510.10131835926,-96.3553466796875,-33.1962089538574,69.7271499633789,-78.6297607421875
461,3.5,1076206.3110351576,-200510.08758544934,-17.869966506958,-31.0412540435791,-70.4698257446289,-34.1783752441406
462,3.5,219793.71643066403,-200510.08758544934,-93.7534561157227,-45.3181838989258,24.7120723724365,-72.56689453125
463,3.5,738193.7988281231,-200510.06011962876,-50.1865730285645,6.52143001556396,-132.718643188477,-41.5292015075684
464,3.5,557806.2011718769,-200510.06011962876,-77.3326873779297,1.09050500392914,-167.60514831543,-58.5222778320312
465,3.5,817006.3110351575,-200510.0189208983,-38.6417007446289,2.21893191337585,-118.295585632324,-36.4508056640625
466,3.5,478993.6889648424,-200510.0189208983,-86.4690628051758,-7.14724588394165,172.981185913086,-67.1775588989258
467,3.5,1148732.0068359384,-199306.6864013671,-18.6984157562256,-42.3888740539551,-57.006046295166,-37.3623046875
468,3.5,147268.0343627928,-199306.6864013671,-85.0264434814453,-55.2458763122559,2.17889499664307,-64.5452575683594
469,3.5,665668.1030273425,-199306.6314697267,-61.6139831542969,7.22780799865723,-146.429336547852,-47.3539390563965
470,3.5,630331.8969726575,-199306.6314697267,-67.1137924194336,6.11655712127686,-153.197204589844,-50.7355728149414
471,3.5,924867.9931640617,-199306.61773681644,-25.9223308563232,-8.84741401672363,-98.4840240478516,-32.3238372802734
472,3.5,371132.00683593843,-199306.61773681644,-94.8466033935547,-21.9078273773193,125.750442504883,-77.1816482543945
473,3.5,1184068.1030273424,-199306.53533935547,-21.2037658691406,-47.675407409668,-50.5095520019531,-39.6536750793457
474,3.5,111931.88323974624,-199306.53533935547,-77.1624755859375,-58.8283500671387,-6.50926399230957,-60.6487693786621
475,3.5,889531.951904298,-199306.53533935547,-29.5102443695068,-4.56005382537842,-105.040603637695,-33.1379661560059
476,3.5,406468.02062988357,-199306.53533935547,-92.8159790039062,-16.6730327606201,145.593109130859,-74.3921508789062
477,3.5,836291.326904298,-198797.22290039074,-35.8176193237305,1.00318098068237,-114.933486938477,-35.0358467102051
478,3.5,459708.64562988357,-198797.22290039074,-88.7035522460938,-9.28182888031006,166.20915222168,-68.9257202148438
479,3.5,1095491.3818359384,-198797.07183837876,-17.2097797393799,-34.0640907287598,-66.7661285400391,-34.4848327636719
480,3.5,200508.5769653322,-198797.07183837876,-92.7402191162109,-48.312629699707,18.4700775146484,-70.2217712402344
481,3.5,1237308.8378906231,-198796.9619750976,-28.1855945587158,-54.868465423584,-40.5824394226074,-43.6230316162109
482,3.5,58691.20330810548,-198796.9619750976,-61.2253646850586,-61.7955474853516,-17.8989486694336,-54.8138885498047
483,3.5,718908.673095702,-198796.9619750976,-53.1411247253418,7.44170093536377,-136.590301513672,-42.620288848877
484,3.5,577091.326904298,-198796.9619750976,-74.9701080322266,3.05853390693665,-164.085723876953,-56.1056709289551
485,3.5,978108.8378906231,-198796.94824218767,-21.4573917388916,-16.0364532470703,-88.581787109375,-31.7913856506348
486,3.5,317891.162109375,-198796.94824218767,-96.7415466308594,-30.1402378082275,85.3635559082031,-78.6290969848633
487,3.5,855087.4511718769,-196355.5389404298,-33.002513885498,-0.242596998810768,-111.667617797852,-33.5532989501953
488,3.5,440912.5488281232,-196355.5389404298,-90.9490966796875,-11.4259328842163,158.408874511719,-70.389404296875
489,3.5,700112.713623048,-196355.5389404298,-56.1206169128418,8.31665134429932,-140.586120605469,-43.6048851013184
490,3.5,595887.286376952,-196355.5389404298,-72.577278137207,5.00252389907837,-160.945602416992,-53.6130142211914
491,3.5,1114287.6708984384,-196355.52520751953,-16.5342864990234,-37.0930366516113,-63.0360908508301,-34.7071914672852
492,3.5,181712.3703002928,-196355.52520751953,-91.5552978515625,-51.2945785522461,13.4754199981689,-67.7165756225586
493,3.5,959312.8784179692,-196355.49774169934,-22.2279663085938,-13.0498733520508,-92.1080627441406,-31.1357154846191
494,3.5,336687.0666503908,-196355.49774169934,-97.0735244750977,-27.0757713317871,100.040710449219,-77.8604736328125
495,3.5,1218512.6586914076,-196355.47027587876,-24.1816368103027,-52.890983581543,-43.6175842285156,-41.5060729980469
496,3.5,77487.38250732432,-196355.47027587876,-67.7469024658203,-61.8606262207031,-13.1350059509277,-56.3048515319824
497,3.5,907200.0549316404,-194595.91369628903,-26.6364002227783,-5.80694580078125,-101.988189697266,-31.38161277771
498,3.5,388799.972534178,-194595.91369628903,-95.210807800293,-18.8047046661377,133.917236328125,-74.7606048583984
499,3.5,648000.0,-194595.84503173837,-64.6503601074219,8.05835723876953,-150.974380493164,-47.9693984985352
500,3.5,1166400.0,-194595.8038330079,-17.9901485443115,-45.4688415527344,-53.0821838378906,-37.2683029174805
501,3.5,129599.95880126953,-194595.8038330079,-83.0017929077148,-58.1635932922363,-0.374783009290695,-61.6444702148438
502,3.5,1132452.4658203116,-193162.0880126952,-15.8151092529297,-40.129566192627,-59.2795524597168,-34.8272171020508
503,3.5,163547.5479125976,-193162.0880126952,-90.182258605957,-54.2690277099609,9.42938232421875,-65.0857772827148
504,3.5,941147.4243164076,-193162.07427978527,-22.9940376281738,-10.0542812347412,-95.5970153808594,-30.3941326141357
505,3.5,354852.57568359387,-193162.07427978527,-97.3760452270508,-23.9996891021729,112.395957946777,-76.4343185424805
506,3.5,681947.6440429692,-193162.060546875,-59.1260261535645,9.16079711914062,-144.71418762207,-44.4596366882324
507,3.5,614052.3559570308,-193162.060546875,-70.1551818847656,6.93484115600586,-158.136489868164,-51.0454063415527
508,3.5,873252.3559570308,-193162.0330810548,-30.1827278137207,-1.50241601467133,-108.497970581055,-31.9928760528564
509,3.5,422747.6715087876,-193162.0330810548,-93.2277145385742,-13.5678663253784,149.55647277832,-71.4839248657227
510,3.5,1200347.75390625,-193161.84082031233,-20.5391654968262,-50.7757377624512,-46.4767837524414,-39.3154144287109
511,3.5,95652.23922729504,-193161.84082031233,-74.2479019165039,-61.6048202514648,-8.00265407562256,-57.6132431030273
512,3.5,768433.88671875,-192494.3389892579,-44.8782539367676,7.44015789031982,-128.385467529297,-37.3549766540527
513,3.5,527566.11328125,-192494.3389892579,-82.5629806518555,-0.0286359991878271,-177.582611083984,-60.2006301879883
514,3.5,786766.0034179692,-192494.3252563476,-42.0212898254395,6.37261295318604,-124.921417236328,-36.1381416320801
515,3.5,509233.99658203084,-192494.3252563476,-84.8122940063477,-2.05999207496643,177.731536865234,-62.2254257202148
516,3.5,1027633.9965820308,-192494.31152343767,-16.8368587493896,-22.978536605835,-79.1017303466797,-30.6020317077637
517,3.5,268365.94848632807,-192494.31152343767,-98.8520355224609,-38.1457939147949,52.7893371582031,-74.8938827514648
518,3.5,1045966.2231445308,-192494.2291259767,-16.0789966583252,-25.9294490814209,-75.6091461181641,-31.0356540679932
519,3.5,250033.77685546887,-192494.2291259767,-98.3624801635742,-41.1527328491211,42.8327026367188,-73.5251922607422
520,3.5,1286833.7768554692,-192494.02313232434,-37.8450088500977,-61.2974243164062,-29.7596435546875,-46.6136627197266
521,3.5,9166.211986541759,-192494.02313232434,-43.6912307739258,-62.5732002258301,-26.1323585510254,-48.3978462219238
522,3.5,1064240.1123046884,-191901.83258056644,-15.3393592834473,-28.8886470794678,-72.0936279296875,-31.4257984161377
523,3.5,231759.86022949213,-191901.83258056644,-97.7545471191406,-44.1507415771484,34.449348449707,-71.8011856079102
524,3.5,750159.9975585925,-191901.77764892566,-47.7671165466309,8.44103908538818,-131.935974121094,-38.5159187316895
525,3.5,545840.0024414075,-191901.77764892566,-80.2790374755859,1.96470403671265,-173.387512207031,-58.0647621154785
526,3.5,1268560.1074218769,-191901.76391601574,-32.548713684082,-59.7472076416016,-33.1955909729004,-44.7617988586426
527,3.5,27439.897727966294,-191901.76391601574,-50.0378608703613,-63.5353164672852,-22.2929725646973,-50.1038627624512
528,3.5,805040.1672363288,-191901.76391601574,-39.1945953369141,5.24125194549561,-121.538772583008,-34.8705902099609
529,3.5,490959.8327636712,-191901.76391601574,-87.0330581665039,-4.12668418884277,172.471466064453,-64.1124801635742
530,3.5,1009360.1074218769,-191901.59912109387,-17.6157474517822,-20.0352535247803,-82.5714263916016,-30.1264934539795
531,3.5,286639.8651123048,-191901.59912109387,-99.240364074707,-35.1306915283203,64.2438507080078,-75.803825378418
532,3.5,823140.6372070308,-190698.3489990233,-36.3928031921387,4.05521821975708,-118.23518371582,-33.5505523681641
533,3.5,472859.36279296916,-190698.3489990233,-89.2368774414062,-6.22145986557007,166.543594360352,-65.8227233886719
534,3.5,732059.4177246096,-190698.33526611337,-50.687629699707,9.37936496734619,-135.581390380859,-39.6090660095215
535,3.5,563940.5822753904,-190698.33526611337,-77.9585342407227,3.92301988601685,-169.615280151367,-55.8336448669434
536,3.5,1250459.5825195308,-190698.2391357421,-27.7960910797119,-57.9666213989258,-36.4551124572754,-42.8451385498047
537,3.5,45540.45524597184,-190698.2391357421,-56.778865814209,-64.1560440063477,-18.2135753631592,-51.7139625549316
538,3.5,991259.8022460924,-190698.11553955066,-18.4117774963379,-17.096622467041,-86.0177993774414,-29.6037254333496
539,3.5,304740.22521972674,-190698.11553955066,-99.5489883422852,-32.1076507568359,76.7066497802734,-76.1562347412109
540,3.5,1082340.8569335924,-190698.08807373047,-14.6064491271973,-31.8560657501221,-68.5536270141602,-31.763614654541
541,3.5,213659.11560058597,-190698.08807373047,-97.0166320800781,-47.1406135559082,27.4836158752441,-69.8064727783203
542,3.5,664539.7521972671,-189199.55291748047,-62.1595802307129,9.98917961120605,-148.977035522461,-45.1596374511719
543,3.5,631460.2478027329,-189199.55291748047,-67.7039566040039,8.86861419677734,-155.620422363281,-48.4014091491699
544,3.5,890660.2478027329,-189199.5391845702,-27.3431510925293,-2.76026391983032,-105.424766540527,-30.3434524536133
545,3.5,405339.7247314452,-189199.5391845702,-95.5632705688477,-15.6957511901855,139.81689453125,-72.1202850341797
546,3.5,923739.5874023424,-189199.4842529298,-23.7446727752686,-7.04047679901123,-99.045783996582,-29.5518093109131
547,3.5,372260.467529298,-189199.4842529298,-97.6714706420898,-20.9078674316406,122.133934020996,-74.5093460083008
548,3.5,1182939.6972656231,-189199.29199218767,-17.197322845459,-48.5489311218262,-49.1683578491211,-37.0439605712891
549,3.5,113060.28213500977,-189199.29199218767,-80.6149291992188,-61.0486793518066,-2.48917293548584,-58.6990661621094
550,3.5,1149860.3027343769,-189199.22332763663,-15.0173168182373,-43.175708770752,-55.4981956481934,-34.8259963989258
551,3.5,146139.71099853527,-189199.22332763663,-88.5967178344727,-57.242130279541,6.11739015579224,-62.3491363525391
552,3.5,714245.4711914075,-188852.85186767566,-53.6395378112793,10.2649879455566,-139.332534790039,-40.6171531677246
553,3.5,581754.5288085925,-188852.85186767566,-75.601676940918,5.85443019866943,-166.212554931641,-53.514705657959
554,3.5,1100154.7485351576,-188852.783203125,-13.8612689971924,-34.832103729248,-64.9865188598633,-32.0353164672852
555,3.5,195845.29266357434,-188852.783203125,-96.1398010253906,-50.125358581543,21.7079029083252,-67.6022567749023
556,3.5,1232645.3613281231,-188852.72827148426,-23.5416011810303,-55.9978294372559,-39.5488433837891,-40.8610420227051
557,3.5,63354.58374023424,-188852.72827148426,-63.7640190124512,-64.4220123291016,-13.8626537322998,-53.2040824890137
558,3.5,840954.803466798,-188852.65960693356,-33.6060333251953,2.82772397994995,-115.009567260742,-32.1705055236816
559,3.5,455045.223999024,-188852.65960693356,-91.4408721923828,-8.33462715148926,159.861785888672,-67.3043823242188
560,3.5,973445.4711914076,-188852.63214111337,-19.2166538238525,-14.1565561294556,-89.4406967163086,-29.0227603912354
561,3.5,322554.52880859387,-188852.63214111337,-99.8019256591797,-29.074951171875,89.274528503418,-75.8943481445312
562,3.5,1117573.0224609384,-186329.99267578113,-13.0776376724243,-37.8185958862305,-61.3887367248535,-32.2238845825195
563,3.5,178426.9912719726,-186329.99267578113,-95.1148834228516,-53.1108322143555,16.9029693603516,-65.22900390625
564,3.5,858372.4731445308,-186329.99267578113,-30.8212299346924,1.57334995269775,-111.861297607422,-30.7199726104736
565,3.5,437627.4993896472,-186329.99267578113,-93.665657043457,-10.4558744430542,152.383758544922,-68.4944305419922
566,3.5,956027.1972656231,-186329.96520996097,-20.0205879211426,-11.2065649032593,-92.8401184082031,-28.3696765899658
567,3.5,339972.8302001952,-186329.96520996097,-100.022598266602,-26.0287742614746,100.961891174316,-75.030517578125
568,3.5,696827.2521972671,-186329.95147705066,-56.6242294311523,11.1110019683838,-143.200698852539,-41.5197105407715
569,3.5,599172.7478027329,-186329.95147705066,-73.2084503173828,7.7704439163208,-163.136352539062,-51.1096572875977
570,3.5,1215227.4169921884,-186329.9102783202,-19.7185401916504,-53.8767776489258,-42.4851303100586,-38.8031158447266
571,3.5,80772.63793945307,-186329.9102783202,-70.8235778808594,-64.3346710205078,-9.20989608764648,-54.544921875
572,3.5,907200.2197265616,-184473.79760742193,-24.4722652435303,-4.00228404998779,-102.449035644531,-28.5983772277832
573,3.5,388799.78027343843,-184473.79760742193,-97.9759674072266,-17.7978076934814,129.607727050781,-72.227668762207
574,3.5,1166400.0,-184473.7701416017,-14.1041097640991,-46.2309112548828,-51.7000122070312,-34.6885681152344
575,3.5,129600.02746582021,-184473.7701416017,-86.7560729980469,-60.2160530090332,3.38213610649109,-59.5218315124512
576,3.5,648000.0,-184473.72894287124,-65.2227935791016,10.8127822875977,-153.364898681641,-45.6820182800293
577,3.5,777599.8901367192,-183142.54302978527,-42.5112190246582,9.36398792266846,-127.91625213623,-34.348445892334
578,3.5,518400.10986328084,-183142.54302978527,-85.4466934204102,0.903361022472382,176.718002319336,-59.2356376647949
579,3.5,1036800.0,-183142.48809814453,-13.6680850982666,-23.8315563201904,-76.9331359863281,-28.2320995330811
580,3.5,259199.94506835923,-183142.48809814453,-102.009559631348,-39.9264030456543,51.4287948608398,-71.8882598876953
581,3.5,0.0,-183142.40570068356,-38.1539764404297,-64.324592590332,-25.7763938903809,-45.3771705627441
582,3.5,679910.3393554692,-183095.6863403322,-59.6445922851562,11.931866645813,-147.194534301758,-42.2939834594727
583,3.5,616089.6606445308,-183095.6863403322,-70.7781295776367,9.68416690826416,-160.352111816406,-48.6168518066406
584,3.5,875289.825439452,-183095.65887451163,-28.0227489471436,0.307025998830795,-108.789756774902,-29.1865215301514
585,3.5,420710.20202636643,-183095.65887451163,-95.934684753418,-12.574836730957,144.157562255859,-69.3225631713867
586,3.5,939110.7788085924,-183095.43914794934,-20.8134021759033,-8.23648738861084,-96.2158279418945,-27.6289501190186
587,3.5,356889.24865722674,-183095.43914794934,-100.232948303223,-22.9636116027832,111.11669921875,-73.6359634399414
588,3.5,1198310.3393554692,-183095.39794921887,-16.2539596557617,-51.6318168640137,-45.2708320617676,-36.6628837585449
589,3.5,97689.63317871097,-183095.39794921887,-77.7957534790039,-63.908317565918,-4.23329019546509,-55.7025489807129
590,3.5,1134489.6606445308,-183095.38421630856,-12.2229785919189,-40.817798614502,-57.7579307556152,-32.3107986450195
591,3.5,161510.38055419934,-183095.38421630856,-93.9287414550781,-56.1043090820312,12.8857488632202,-62.7126197814941
592,3.5,760579.7607421884,-182884.47418212876,-45.3583526611328,10.3883695602417,-131.282485961914,-35.4883460998535
593,3.5,535420.2392578116,-182884.47418212876,-83.2124862670898,2.88604307174683,-178.95539855957,-57.3005065917969
594,3.5,794620.1843261712,-182884.47418212876,-39.6984367370605,8.27246284484863,-124.619842529297,-33.1623420715332
595,3.5,501379.8156738288,-182884.47418212876,-87.6464538574219,-1.1161789894104,171.950378417969,-61.049617767334
596,3.5,1053820.3491210924,-182884.4329833983,-12.8687753677368,-26.7289180755615,-73.5677795410156,-28.6310997009277
597,3.5,242179.6783447267,-182884.4329833983,-101.62434387207,-42.8985252380371,43.1423301696777,-70.5406188964844
598,3.5,1019779.98046875,-182884.3917846678,-14.4820547103882,-20.9418354034424,-80.2798461914062,-27.7985057830811
599,3.5,276220.0469970702,-182884.3917846678,-102.303100585938,-36.9491691589355,60.7498817443848,-72.8786239624023
600,3.5,1278979.8706054692,-182884.29565429693,-32.3571472167969,-62.8180732727051,-29.197301864624,-43.6540451049805
601,3.5,17020.12596130372,-182884.29565429693,-44.6030502319336,-65.5325698852539,-22.1844882965088,-47.0324630737305
602,3.5,743638.5681152329,-182100.36621093767,-48.2409744262695,11.3462476730347,-134.725494384766,-36.5747718811035
603,3.5,552361.4318847671,-182100.36621093767,-80.9393768310547,4.83239889144897,-175.017059326172,-55.2616539001465
604,3.5,811561.3220214829,-182100.3250122072,-36.916187286377,7.11942291259766,-121.389312744141,-31.9307880401611
605,3.5,484438.67797851714,-182100.3250122072,-89.8207168579102,-3.16824698448181,166.681610107422,-62.7151489257812
606,3.5,1070761.5966796884,-182100.2838134767,-12.0765523910522,-29.6347751617432,-70.1817016601562,-28.9908218383789
607,3.5,225238.45825195307,-182100.2838134767,-101.136306762695,-45.8666687011719,35.9243240356445,-68.9005661010742
608,3.5,1002838.7329101576,-182100.27008056644,-15.3110246658325,-18.0572261810303,-83.6091461181641,-27.3282451629639
609,3.5,293161.26708984387,-182100.27008056644,-102.521270751953,-33.9659080505371,70.8939666748047,-73.4437789916992
610,3.5,1262038.7329101576,-182100.02288818356,-27.2146739959717,-61.0608062744141,-32.4616813659668,-41.8680725097656
611,3.5,33961.28768920897,-182100.02288818356,-51.6298484802246,-66.3999710083008,-18.4015922546387,-48.6081161499023
612,3.5,726853.985595702,-180764.11285400376,-51.1595344543457,12.2439947128296,-138.255111694336,-37.5949974060059
613,3.5,569146.014404298,-180764.11285400376,-78.6255798339844,6.74789190292358,-171.423141479492,-53.1282386779785
614,3.5,828346.014404298,-180764.05792236337,-34.156566619873,5.91490697860718,-118.222122192383,-30.6486797332764
615,3.5,467653.985595702,-180764.05792236337,-91.9835662841797,-5.2456750869751,160.852096557617,-64.1951751708984
616,3.5,1245254.0405273424,-180764.0167236329,-22.6756839752197,-59.0988883972168,-35.5800857543945,-40.0183334350586
617,3.5,50745.92170715316,-180764.0167236329,-59.0851135253906,-66.8966445922852,-14.4029979705811,-50.0864334106445
618,3.5,986053.8208007808,-180763.9755249024,-16.1502933502197,-15.1725225448608,-86.9223251342773,-26.8134231567383
619,3.5,309946.15173339826,-180763.9755249024,-102.683715820312,-30.9743614196777,81.4390716552734,-73.5291061401367
620,3.5,1087546.1791992192,-180763.9755249024,-11.2763652801514,-32.5500030517578,-66.7712249755859,-29.3010005950928
621,3.5,208453.82080078113,-180763.9755249024,-100.538604736328,-48.8338317871094,29.7026348114014,-67.0213470458984
622,3.5,663598.7731933596,-179116.36962890613,-62.7041168212891,12.7436046600342,-151.317520141602,-42.9141159057617
623,3.5,632400.897216798,-179116.36962890613,-68.310173034668,11.6101446151733,-157.833877563477,-46.0322113037109
624,3.5,891601.2268066404,-179116.24603271473,-25.1942863464355,-0.954832971096039,-105.796455383301,-27.5566577911377
625,3.5,404398.800659178,-179116.24603271473,-98.2730331420898,-14.679178237915,135.370208740234,-69.718620300293
626,3.5,1181999.0478515616,-179116.21856689453,-13.0770473480225,-49.2855834960938,-47.9100074768066,-34.4307556152344
627,3.5,114001.00021362312,-179116.21856689453,-84.5482788085938,-63.1679916381836,1.07172298431396,-56.6377754211426
628,3.5,1150800.8422851576,-179116.20483398426,-11.2559328079224,-43.831241607666,-54.0942611694336,-32.27587890625
629,3.5,145199.1302490233,-179116.20483398426,-92.5626602172852,-59.1138191223145,9.51373672485352,-60.0687065124512
630,3.5,922798.828125,-179116.16363525376,-21.5842380523682,-5.23540592193604,-99.5662689208984,-26.7838611602783
631,3.5,373201.171875,-179116.16363525376,-100.453895568848,-19.8732948303223,119.545150756836,-71.8050994873047
632,3.5,710301.2145996096,-178838.60778808597,-54.11572265625,13.0923757553101,-141.883590698242,-38.5322952270508
633,3.5,585698.7854003904,-178838.60778808597,-76.2698516845703,8.64231014251709,-168.137298583984,-50.9028244018555
634,3.5,844898.7854003904,-178838.51165771473,-31.4076251983643,4.67147016525269,-115.116340637207,-29.3064346313477
635,3.5,451101.242065428,-178838.51165771473,-94.1536331176758,-7.33998918533325,154.419281005859,-65.4432678222656
636,3.5,1228701.1596679692,-178838.3468627928,-18.6593723297119,-56.972038269043,-38.5604286193848,-38.0987854003906
637,3.5,67298.81973266593,-178838.3468627928,-66.764045715332,-67.0092544555664,-10.161078453064,-51.4442749023438
638,3.5,969501.1596679692,-178838.3468627928,-16.9923133850098,-12.279559135437,-90.2212524414062,-26.2418346405029
639,3.5,326498.7854003908,-178838.3468627928,-102.811340332031,-27.9700622558594,91.8247375488281,-73.1102905273438
640,3.5,1104098.8403320308,-178838.3193969726,-10.4459199905396,-35.4765319824219,-63.3311157226562,-29.5472888946533
641,3.5,191901.15966796887,-178838.3193969726,-99.8267517089844,-51.8056716918945,24.3611526489258,-64.942268371582
642,3.5,953254.7973632808,-176279.71343994144,-17.828296661377,-9.3674201965332,-93.5084762573242,-25.5983486175537
643,3.5,342745.17517089826,-176279.71343994144,-102.924842834473,-24.9461097717285,101.517669677734,-72.2002410888672
644,3.5,861145.4772949212,-176279.71343994144,-28.6538429260254,3.40275192260742,-112.070121765137,-27.8912105560303
645,3.5,434854.49523925676,-176279.71343994144,-96.3533477783203,-9.44235420227051,147.381988525391,-66.4051132202148
646,3.5,694054.6875,-176279.64477539074,-57.1130638122559,13.9051580429077,-145.62370300293,-39.3665618896484
647,3.5,601945.3125,-176279.64477539074,-73.8705368041992,10.5286712646484,-165.130004882812,-48.5830497741699
648,3.5,1212454.5776367192,-176279.53491210926,-15.0757274627686,-54.7112808227539,-41.4091033935547,-36.1001815795898
649,3.5,83545.4154968262,-176279.53491210926,-74.4431838989258,-66.741828918457,-5.65012407302856,-52.6538391113281
650,3.5,1120345.3125,-176279.50744628903,-9.55567169189453,-38.4174346923828,-59.8553161621094,-29.7125015258789
651,3.5,175654.6875,-176279.50744628903,-98.9965133666992,-54.7904586791992,19.7774391174316,-62.6899795532227
652,3.5,907200.1647949212,-174386.1785888671,-22.3250160217285,-2.19810795783997,-102.884651184082,-25.8231601715088
653,3.5,388799.80773925676,-174386.1785888671,-100.700248718262,-16.7561130523682,126.365524291992,-69.6324768066406
654,3.5,648000.0,-174386.13739013663,-65.803825378418,13.5567436218262,-155.558563232422,-43.3567581176758
655,3.5,1166399.8901367192,-174386.02752685547,-10.1321992874146,-46.8559455871582,-50.4059371948242,-32.1029853820801
656,3.5,129600.09613037125,-174386.02752685547,-90.9806213378906,-62.1422576904297,6.67430686950684,-57.312084197998
657,3.5,785544.9829101575,-173523.9715576171,-40.1506042480469,11.3121786117554,-127.53931427002,-31.3338737487793
658,3.5,510455.0170898424,-173523.9715576171,-88.3163681030273,1.8821040391922,171.41015625,-57.9896430969238
659,3.5,1044744.8730468769,-173523.9715576171,-10.4447145462036,-24.569185256958,-74.904899597168,-25.7982501983643
660,3.5,251255.126953125,-173523.9715576171,-105.368804931641,-41.5737266540527,50.5869750976562,-68.8702774047852
661,3.5,769655.291748048,-173523.93035888663,-42.9576454162598,12.3632431030273,-130.745590209961,-32.4485321044922
662,3.5,526344.708251952,-173523.93035888663,-86.132682800293,3.85599398612976,175.776290893555,-56.2463989257812
663,3.5,1288055.2368164076,-173523.82049560547,-31.9767303466797,-65.8858795166016,-25.3869762420654,-42.3590660095215
664,3.5,7944.7211265564,-173523.82049560547,-38.4056663513184,-67.3539657592773,-22.0059547424316,-43.9628028869629
665,3.5,1028855.2368164076,-173523.779296875,-11.2950210571289,-21.7334976196289,-78.1361465454102,-25.3973808288574
666,3.5,267144.70825195307,-173523.779296875,-105.553199768066,-38.6356468200684,58.4231376647949,-69.8969039916992
667,3.5,753794.0551757808,-173071.22497558597,-45.8028602600098,13.3450889587402,-134.012542724609,-33.5207824707031
668,3.5,542205.9448242192,-173071.22497558597,-83.9094009399414,5.79268503189087,179.797637939453,-54.3949737548828
669,3.5,801405.8349609384,-173071.18377685547,-37.379940032959,10.194673538208,-124.389198303223,-30.1802520751953
670,3.5,494594.16503906157,-173071.18377685547,-90.466667175293,-0.12678299844265,166.661651611328,-59.6059341430664
671,3.5,1060606.0546875,-173071.142578125,-9.60135459899902,-27.4123821258545,-71.6576690673828,-26.1701011657715
672,3.5,235393.9453125,-173071.142578125,-105.106590270996,-44.5099716186523,43.4888763427734,-67.5546264648438
673,3.5,1272194.1650390616,-173071.04644775376,-26.3555393218994,-64.1448440551758,-28.6293201446533,-40.6952743530273
674,3.5,23805.805778503414,-173071.04644775376,-45.6295013427734,-68.4942169189453,-18.4729099273682,-45.4992980957031
675,3.5,1012994.1650390617,-173070.9640502928,-12.1565599441528,-18.9040813446045,-81.3530731201172,-24.9687328338623
676,3.5,283005.80749511713,-173070.9640502928,-105.670112609863,-35.6946487426758,66.8917846679688,-70.5888671875
677,3.5,877006.7138671884,-173039.92767333973,-25.8778266906738,2.12362599372864,-109.083038330078,-26.3881340026855
678,3.5,418993.28613281157,-173039.92767333973,-98.6076965332031,-11.5426559448242,139.811676025391,-67.0214462280273
679,3.5,937393.2861328117,-173039.85900878903,-18.6480579376221,-6.42371606826782,-96.7856140136719,-24.8654289245605
680,3.5,358606.71386718773,-173039.85900878903,-103.044807434082,-21.8944778442383,110.157218933105,-70.8407974243164
681,3.5,678193.1213378904,-173039.83154296887,-60.1563758850098,14.6978235244751,-149.485931396484,-40.0745239257812
