fieldID,fieldFov,fieldRA,fieldDec,fieldGL,fieldGB,fieldEL,fieldEB
120,3.5,458752.2857666028,-262429.01916503906,-73.5083618164062,-19.0855846405029,-136.858840942383,-75.8856506347656
121,3.5,977152.0385742192,-262428.88183593773,-38.8768196105957,-22.5790328979492,-89.0728149414062,-49.463436126709
122,3.5,318847.96142578113,-262428.88183593773,-76.2866973876953,-30.0282135009766,-85.9122314453125,-83.6474533081055
123,3.5,1236352.4780273424,-262428.79943847674,-45.9286041259766,-41.589241027832,-58.0588912963867,-57.5188636779785
124,3.5,59647.50137329093,-262428.79943847674,-58.5884971618652,-44.1875343322754,-46.8070678710938,-65.5441436767578
125,3.5,1096447.8515625,-262428.74450683594,-38.2333717346191,-32.1837120056152,-74.2358474731445,-51.3160552978516
126,3.5,199552.1209716798,-262428.74450683594,-71.8897018432617,-38.9448165893555,-43.1485710144043,-76.7162246704102
127,3.5,874120.880126952,-259559.0057373048,-42.9734268188477,-14.9456024169922,-102.30029296875,-49.8488693237305
128,3.5,421879.092407226,-259559.0057373048,-75.7328872680664,-21.4820671081543,-137.453903198242,-79.0604858398438
129,3.5,1133320.0561523424,-259558.86840820307,-38.4188003540039,-35.3572998046875,-69.193359375,-51.8464660644531
130,3.5,162679.99877929693,-259558.86840820307,-69.7832641601562,-41.6866073608398,-39.1966171264648,-73.7015609741211
131,3.5,1199479.8339843769,-259558.84094238287,-42.1991004943848,-40.1258316040039,-61.241527557373,-54.8795890808105
132,3.5,96520.13168334948,-259558.84094238287,-63.0193367004395,-44.3780403137207,-42.2106552124023,-68.1599044799805
133,3.5,681079.6142578116,-259558.8134765623,-58.2105102539062,-9.26049900054932,-125.339164733887,-58.6016654968262
134,3.5,614920.3857421884,-259558.8134765623,-63.8045997619629,-10.3911600112915,-132.020477294922,-63.2029762268066
135,3.5,940279.9438476576,-259558.78601074213,-39.4352607727051,-19.4447383880615,-93.8181991577148,-48.7882995605469
136,3.5,355720.00122070307,-259558.78601074213,-77.1857376098633,-26.9506530761719,-114.973251342773,-83.6644515991211
137,3.5,1036800.0,-255359.26208496094,-35.611686706543,-27.1947822570801,-81.0368804931641,-48.0384864807129
138,3.5,259200.0274658202,-255359.26208496094,-77.2052536010742,-35.4572143554688,-41.7101135253906,-82.1939239501953
139,3.5,777600.1098632808,-255359.1796875,-49.5908699035645,-9.4173641204834,-115.300689697266,-52.2598457336426
140,3.5,518399.89013671916,-255359.1796875,-71.7470550537109,-13.8683280944824,-142.63850402832,-70.6540451049805
141,3.5,0.0,-255359.1522216798,-51.1040687561035,-45.594841003418,-48.7294960021973,-60.1305809020996
142,3.5,648000.0,-255294.580078125,-61.2872505187988,-8.46596908569336,-130.739868164062,-60.1200904846191
143,3.5,907200.3845214829,-255294.580078125,-40.0591049194336,-16.3592262268066,-98.4087142944336,-48.020881652832
144,3.5,388799.6154785172,-255294.580078125,-77.9316940307617,-23.881628036499,-137.848587036133,-82.2019348144531
145,3.5,1166400.1098632808,-255294.47021484387,-38.7318229675293,-38.4894676208496,-64.1245193481445,-52.2443580627441
146,3.5,129599.89013671885,-255294.47021484387,-67.4122543334961,-44.3072814941406,-36.749210357666,-70.6493682861328
147,3.5,1071998.1079101576,-254727.96020507807,-35.4009780883789,-30.3988494873047,-76.2872314453125,-48.6136016845703
148,3.5,224001.8646240233,-254727.96020507807,-75.6850662231445,-38.4278755187988,-34.8303871154785,-79.1782913208008
149,3.5,1001602.1118164076,-254727.9052734377,-35.9935569763184,-24.003942489624,-85.724609375,-47.4350624084473
150,3.5,294397.9431152342,-254727.9052734377,-78.429557800293,-32.4127426147461,-57.9955368041992,-84.8568420410156
151,3.5,812797.9431152329,-254727.85034179693,-46.569164276123,-10.6198749542236,-110.933128356934,-50.5616035461426
152,3.5,483202.05688476714,-254727.85034179693,-74.1023712158203,-16.1321678161621,-145.076522827148,-73.7764892578125
153,3.5,1260801.8920898424,-254727.685546875,-46.8196067810059,-44.5251274108887,-52.4548377990723,-57.5629615783691
154,3.5,35198.138809204094,-254727.685546875,-55.5974044799805,-46.3353385925293,-44.6663818359375,-62.6854476928711
155,3.5,742402.0568847671,-254727.685546875,-52.652759552002,-8.34556484222412,-119.863899230957,-53.9325561523438
156,3.5,553597.9431152329,-254727.685546875,-69.3181762695312,-11.7025957107544,-140.429122924805,-67.5424270629883
157,3.5,708419.4763183596,-252820.07446289077,-55.7305526733398,-7.39682292938232,-124.640731811523,-55.5438919067383
158,3.5,587580.5236816404,-252820.07446289077,-66.8388137817383,-9.6387996673584,-138.406509399414,-64.4568252563477
159,3.5,846780.0842285171,-252820.01953125,-43.5975952148438,-11.9246664047241,-106.771537780762,-48.8425941467285
160,3.5,449219.8883056644,-252820.01953125,-76.3882522583008,-18.4629230499268,-147.980346679688,-76.8845520019531
161,3.5,1226819.7509765616,-252819.96459960923,-42.8077735900879,-43.1733474731445,-55.8803787231445,-54.9970321655273
162,3.5,69180.2627563476,-252819.96459960923,-60.201587677002,-46.7454643249512,-40.1484603881836,-65.1883926391602
163,3.5,1105980.3588867192,-252819.90966796887,-35.3553466796875,-33.5915641784668,-71.4970397949219,-49.1356811523438
164,3.5,190019.61364746097,-252819.90966796887,-73.8645858764648,-41.2990531921387,-31.5726680755615,-76.0614318847656
165,3.5,967619.8608398424,-252819.90966796887,-36.5127944946289,-20.8472690582275,-90.3215103149414,-46.7936019897461
166,3.5,328380.11169433594,-252819.90966796887,-79.4044189453125,-29.3313331604004,-96.1224365234375,-86.3084869384766
167,3.5,878486.9567871096,-249642.22412109387,-40.669189453125,-13.2859554290771,-102.835578918457,-47.0881042480469
168,3.5,417513.0432128904,-249642.22412109387,-78.6318206787109,-20.8199939727783,-151.987075805664,-79.9478607177734
169,3.5,1195113.3178710924,-249642.14172363287,-39.0825843811035,-41.6072578430176,-59.010929107666,-52.4297103881836
170,3.5,100886.62719726577,-249642.14172363287,-64.823486328125,-46.859245300293,-34.9762229919434,-67.5841903686523
171,3.5,935913.0981445308,-249642.1142578123,-37.1186447143555,-17.7339363098145,-94.7990341186523,-46.0849952697754
172,3.5,360086.9293212876,-249642.1142578123,-80.1968841552734,-26.2445163726807,-138.666519165039,-85.3300476074219
173,3.5,1137686.7919921884,-249641.97692871094,-35.4417762756348,-36.7561454772949,-66.6814727783203,-49.5619010925293
174,3.5,158313.20800781233,-249641.97692871094,-71.7632904052734,-44.0622177124023,-29.8711013793945,-72.928581237793
175,3.5,676713.2080078116,-249641.94946289077,-58.800163269043,-6.5389552116394,-129.668640136719,-57.040843963623
176,3.5,619286.7919921884,-249641.94946289077,-64.3408584594727,-7.65850305557251,-136.588241577148,-61.401195526123
177,3.5,1021088.7817382808,-246493.92700195307,-33.1055183410645,-25.3783836364746,-82.6467361450195,-45.3683471679688
178,3.5,274911.24572753906,-246493.92700195307,-80.6268005371094,-34.7416229248047,-26.0265445709229,-84.4615325927734
179,3.5,793311.7126464829,-246493.92700195307,-47.220157623291,-7.72842121124268,-115.151382446289,-49.3721885681152
180,3.5,502688.28735351714,-246493.92700195307,-74.6423187255859,-13.2165765762329,-151.204376220703,-71.4447631835938
181,3.5,761888.4521484384,-246493.84460449213,-50.2389488220215,-6.60030889511108,-119.473831176758,-50.980110168457
182,3.5,534111.5478515616,-246493.84460449213,-72.2587280273438,-11.0226335525513,-147.966293334961,-68.4418716430664
183,3.5,1052511.5478515616,-246493.84460449213,-32.7317695617676,-28.5615386962891,-78.1389236450195,-45.9309577941895
184,3.5,243488.39721679693,-246493.84460449213,-79.356559753418,-37.7739334106445,-22.4886093139648,-81.2897186279297
185,3.5,1280288.1225585924,-246493.84460449213,-47.8293914794922,-47.4028244018555,-46.953197479248,-57.3918724060059
186,3.5,15711.832809448235,-246493.84460449213,-52.3892631530762,-48.3478775024414,-42.9821853637695,-59.8360443115234
187,3.5,730898.4375,-245358.1329345702,-53.2837982177734,-5.58262920379639,-123.982559204102,-52.5352783203125
188,3.5,565101.5625,-245358.1329345702,-69.8231658935547,-8.91345500946045,-145.189254760742,-65.4378967285156
189,3.5,990098.8769531231,-245358.10546875,-33.6031684875488,-22.2169284820557,-87.0880813598633,-44.7642517089844
190,3.5,305901.1505126952,-245358.10546875,-81.6534042358398,-31.6651668548584,-41.4541091918945,-87.4953002929688
191,3.5,824301.9470214829,-245358.02307128906,-44.2406234741211,-8.95804977416992,-111.012489318848,-47.7289543151855
192,3.5,471698.05297851714,-245358.02307128906,-76.9679870605469,-15.4807682037354,-155.159378051758,-74.4222564697266
193,3.5,1249298.2177734384,-245357.99560546887,-43.5298233032227,-46.1628684997559,-50.5974769592285,-54.9242744445801
194,3.5,46701.80282592756,-245357.99560546887,-57.1322746276855,-48.9731941223145,-38.6159973144531,-62.231803894043
195,3.5,1083501.5625,-245357.9681396483,-32.4926681518555,-31.7489223480225,-73.5847778320312,-46.4458274841309
196,3.5,212498.4375,-245357.9681396483,-77.8155899047852,-40.7369270324707,-21.4851703643799,-78.1005706787109
197,3.5,648000.0,-245248.2147216798,-61.8486976623535,-5.73148393630981,-134.990249633789,-58.3683853149414
198,3.5,907200.6591796884,-245248.04992675787,-37.7625923156738,-14.6587572097778,-99.1371612548828,-45.2753105163574
199,3.5,388799.34082031157,-245248.04992675787,-80.8744735717773,-23.1687641143799,-158.816146850586,-82.9206237792969
200,3.5,1166400.0,-245247.99499511713,-35.6170310974121,-39.8899154663086,-61.8505058288574,-49.8473205566406
201,3.5,129600.04119873047,-245247.99499511713,-69.401611328125,-46.7251434326172,-28.8761310577393,-69.8078384399414
202,3.5,701169.0490722671,-243073.4161376952,-56.3355941772461,-4.65950679779053,-128.697296142578,-54.0000915527344
203,3.5,594830.9509277329,-243073.4161376952,-67.356315612793,-6.88332605361938,-142.771987915039,-62.4433746337891
204,3.5,854031.170654298,-243073.14147949213,-41.3009872436523,-10.2583951950073,-107.068252563477,-46.0470581054688
205,3.5,441968.856811524,-243073.14147949213,-79.2498931884766,-17.785457611084,-160.406127929688,-77.332649230957
206,3.5,960369.1040039076,-243073.14147949213,-34.1911849975586,-19.0882034301758,-91.4400177001953,-44.1029167175293
207,3.5,335630.9509277342,-243073.14147949213,-82.4875259399414,-28.5714225769043,-141.022171020508,-88.418098449707
208,3.5,1113231.3354492192,-243073.14147949213,-32.3718376159668,-34.9240379333496,-68.9994964599609,-46.8850593566895
209,3.5,182768.63708496097,-243073.14147949213,-76.0028839111328,-43.6158676147461,-21.3265571594238,-74.9240646362305
210,3.5,1219568.9941406231,-243073.11401367193,-39.5261764526367,-44.6803321838379,-53.9414672851562,-52.4396476745605
211,3.5,76430.95779418955,-243073.11401367193,-61.9639511108398,-49.2884063720703,-33.7288856506348,-64.5357055664062
212,3.5,1191786.328125,-239657.02514648423,-35.8146858215332,-43.0123977661133,-56.9993629455566,-49.9348182678223
213,3.5,104213.67874145496,-239657.02514648423,-66.80078125,-49.3229789733887,-28.1520290374756,-66.6933288574219
214,3.5,1141013.8916015616,-239656.97021484387,-32.3401145935059,-38.0772972106934,-64.3960876464844,-47.2143249511719
215,3.5,154986.0809326171,-239656.97021484387,-73.9253158569336,-46.406608581543,-21.469051361084,-71.7709655761719
216,3.5,881813.7817382808,-239656.91528320307,-38.3912353515625,-11.5932207107544,-103.329635620117,-44.3142547607422
217,3.5,414186.2182617192,-239656.91528320307,-81.5145797729492,-20.0998382568359,-168.153106689453,-80.1047592163086
218,3.5,622613.946533202,-239656.91528320307,-64.8793106079102,-4.91507005691528,-140.666061401367,-59.459888458252
219,3.5,673386.5478515616,-239656.88781738287,-59.3790092468262,-3.8038969039917,-133.642608642578,-55.3302688598633
220,3.5,932586.5478515617,-239656.88781738287,-34.8320999145508,-15.9945917129517,-95.6821594238281,-43.3610954284668
221,3.5,363413.50708007877,-239656.88781738287,-83.1847686767578,-25.4797954559326,-174.589736938477,-85.6520233154297
222,3.5,0.0,-237852.08129882807,-48.9537353515625,-50.2400665283203,-41.5894432067871,-56.9959259033203
223,3.5,777599.6704101575,-237852.0263671877,-47.862361907959,-4.86656093597412,-119.123954772949,-48.0568084716797
224,3.5,518400.3295898424,-237852.0263671877,-75.1575927734375,-10.3281135559082,-155.910690307617,-68.9810180664062
225,3.5,1036800.2197265617,-237851.9439697267,-30.185733795166,-26.6880950927734,-79.8109359741211,-43.2512741088867
226,3.5,259199.80773925787,-237851.9439697267,-82.9199752807617,-37.010139465332,-4.10233497619629,-82.7779235839844
227,3.5,749426.9897460925,-237341.2994384767,-50.8699569702148,-3.79628992080688,-123.385513305664,-49.5624809265137
228,3.5,546573.0102539075,-237341.2994384767,-72.764274597168,-8.19262599945068,-152.310836791992,-66.1076278686523
229,3.5,231027.29187011713,-237341.27197265613,-81.639518737793,-40.0327606201172,-8.13705730438232,-79.651985168457
230,3.5,1064973.2299804692,-237341.1895751952,-29.7908020019531,-29.8533058166504,-75.4772033691406,-43.7634124755859
231,3.5,805773.065185548,-237341.162109375,-44.8849029541016,-6.03052091598511,-115.02872467041,-46.499755859375
232,3.5,490226.934814452,-237341.162109375,-77.5046615600586,-12.5299558639526,-160.25553894043,-71.8141479492188
233,3.5,1267827.0996093769,-237341.1346435548,-44.3539505004883,-49.1074104309082,-45.4218902587891,-54.6485061645508
234,3.5,28172.87635803224,-237341.1346435548,-53.8029289245605,-51.072322845459,-37.4095687866211,-59.2937774658203
235,3.5,1008627.0996093769,-237341.10717773423,-30.6828231811523,-23.5357856750488,-84.0951538085938,-42.6899070739746
236,3.5,287372.900390625,-237341.10717773423,-83.9701538085938,-33.9427909851074,4.40863418579102,-85.857307434082
237,3.5,981073.2788085924,-235799.3408203123,-31.2648868560791,-20.4070701599121,-88.3126068115234,-42.0754356384277
238,3.5,314926.72119140613,-235799.3408203123,-84.8267364501953,-30.8513050079346,45.2041969299316,-88.5238037109375
239,3.5,833326.6662597671,-235799.28588867193,-41.9426536560059,-7.27133703231812,-111.103225708008,-44.8976783752441
